r,l,t
2.297882,26,0.115957
0.993836,4,0.140472
0.708158,2,0.163269
0.985649,2,0.186577
-2.320023,4,0.210249
2.671262,7,0.240138
-0.040444,3,0.263965
-0.022718,1,0.286712
2.150911,5,0.307027
-2.913591,5,0.332251
1.259821,8,0.354797
-1.604243,2,0.378003
-1.000988,5,0.400995
-1.589664,3,0.425204
0.429656,3,0.449061
0.594486,2,0.4724
-2.846227,7,0.498427
1.788487,6,0.524664
0.225933,3,0.548736
1.552187,2,0.572052
1.263728,8,0.591402
1.027809,15,0.621903
-2.766794,2,0.645173
-2.015166,3,0.668865
-2.171912,3,0.692761
3.061508,7,0.716015
-1.012071,8,0.737386
1.50921,3,0.761157
0.949564,1,0.783564
2.982027,13,0.806569
4.566944,7,0.831132
-0.9804,13,0.86084
2.914153,7,0.886499
-1.040831,4,0.911306
0.656875,7,0.938127
-1.886893,7,0.95876
-1.99438,3,0.982646
1.911287,25,1.01767
1.645101,2,1.041992
0.225324,2,1.064988
1.352626,7,1.088715
3.764327,4,1.110045
1.512449,2,1.133362
1.777619,2,1.156101
1.49738,4,1.180758
0.904415,12,1.206875
2.645745,18,1.239269
-1.822415,3,1.263214
2.530543,4,1.287821
2.281931,6,1.314151
0.001697,8,1.337157
0.784199,35,1.373021
-0.036465,4,1.397534
0.535246,3,1.414723
0.219451,1,1.436993
3.231881,5,1.462234
-0.125891,2,1.479968
1.88097,7,1.504064
-3.043301,2,1.527196
-0.2735,2,1.550464
-3.273047,5,1.57588
-0.023212,1,1.598408
6.580196,10,1.621606
2.79873,26,1.653233
-2.579603,5,1.678429
1.582086,9,1.700582
0.305042,2,1.723576
0.347725,6,1.749511
-1.153478,16,1.779428
2.008011,3,1.803471
-2.428215,2,1.826666
-0.510724,6,1.852581
1.98087,3,1.876418
0.189445,5,1.902775
1.777443,6,1.930321
-2.513958,8,1.955849
1.957006,22,1.989981
2.228467,2,2.008199
1.631013,3,2.03246
-1.542202,1,2.055127
0.976861,6,2.073406
-0.082639,1,2.097432
0.824376,1,2.119087
-0.484931,1,2.141805
1.897003,6,2.167527
-1.245191,5,2.188093
-2.306307,13,2.216481
-1.01876,9,2.245076
1.39656,6,2.268526
0.178716,2,2.292049
0.526205,2,2.315558
-1.893251,6,2.341403
0.708158,2,2.363937
-0.227421,2,2.387372
-2.772281,3,2.411583
-2.582716,6,2.437307
-1.430082,7,2.463752
1.974218,3,2.487687
0.98375,14,2.512591
-3.660649,5,2.538234
1.284742,8,2.5609
-1.604243,2,2.583908
-1.000988,5,2.606778
-2.09735,3,2.63074
0.308189,1,2.653413
0.594486,2,2.677414
-1.509514,10,2.705046
2.712166,6,2.731614
1.114248,4,2.755454
1.552187,2,2.778892
1.263728,8,2.798418
0.976283,10,2.826491
-2.766794,2,2.849855
-2.015166,3,2.874422
-2.171912,3,2.897591
2.448714,7,2.92068
-2.289574,6,2.940776
1.525532,4,2.965164
0.77378,4,2.98923
-2.405846,3,3.006307
-0.604735,8,3.031837
-1.138676,10,3.060316
0.921081,9,3.088052
-1.222003,4,3.112701
-2.971247,15,3.143721
-2.737995,15,3.167943
-2.322264,2,3.191419
2.465393,25,3.225093
0.202895,2,3.248397
0.225324,2,3.271346
1.352626,7,3.294968
3.764327,4,3.315877
1.512449,2,3.339092
-0.090714,2,3.36188
1.624681,7,3.388078
5.033039,6,3.411155
3.261323,5,3.436246
