r,l,t
3.459921,8,0.104174
-0.630685,2,0.120909
0.308754,6,0.144329
0.491226,1,0.154589
0.527394,13,0.177237
-4.274248,10,0.198827
-0.417275,2,0.212745
-0.091689,7,0.23007
-0.504806,1,0.252992
0.502092,4,0.315338
2.53365,12,0.339645
-2.295331,10,0.36188
-0.429654,3,0.381939
-1.009413,2,0.395611
0.12494,1,0.418518
1.053849,1,0.428617
-0.252867,5,0.450472
-0.233361,4,0.467499
-0.168938,1,0.480772
-6.729313,11,0.505479
2.291109,1,0.515652
0.668562,3,0.540211
1.351943,4,0.553678
0.511823,2,0.567813
-0.776312,7,0.594092
-0.958612,18,0.631962
0.290023,7,0.649369
-1.238508,4,0.66349
4.491598,11,0.686025
1.987005,3,0.71014
0.029059,5,0.728645
1.401002,4,0.745775
-3.162968,15,0.775598
4.663155,10,0.79432
-0.1,1,0.804575
-2.027863,4,0.822668
-4.58612,8,0.840757
4.750398,10,0.861775
1.341753,5,0.887386
-2.060853,7,0.905786
-4.74779,20,0.937948
1.445851,2,0.950243
3.556867,7,0.974551
0.384587,1,0.986485
-1.838897,3,0.998197
-5.232914,2,1.007887
10.09422,14,1.039007
-4.113529,8,1.06035
1.098978,3,1.077041
2.176077,4,1.093102
2.307439,10,1.114285
9.998651,14,1.143589
1.904814,6,1.165575
-5.531463,4,1.182331
7.591254,15,1.208971
1.04911,15,1.235096
0.231718,5,1.253958
-2.166718,3,1.273678
4.319423,16,1.296935
-3.885156,2,1.311583
-2.302621,6,1.327726
3.177993,15,1.354668
0.809587,1,1.364759
1.787706,8,1.381768
-0.785727,1,1.397008
-2.427256,5,1.420728
-0.902457,1,1.431932
-2.654259,3,1.447847
-3.24826,4,1.460031
0.166178,2,1.483386
5.681385,19,1.512955
1.022365,3,1.524201
-1.750938,4,1.546044
0.352691,7,1.563053
-1.313906,10,1.581547
-3.51601,4,1.593594
-2.067516,19,1.624554
1.900282,8,1.645432
-1.667697,1,1.659721
1.401178,4,1.674964
-3.806238,2,1.68542
3.933189,10,1.705346
0.512677,4,1.720227
5.571723,23,1.754631
-0.158526,1,1.76718
0.530236,11,1.794991
-1.739778,13,1.816662
-0.235678,1,1.829462
-0.242998,2,1.842406
-0.516533,1,1.856245
0.99471,6,1.877482
-0.75796,6,1.895826
2.425683,5,1.914804
1.636641,2,1.928726
-0.258384,1,1.942184
3.295532,6,1.964803
-0.630685,2,1.98151
0.308754,6,2.004792
0.491226,1,2.014949
0.654987,5,2.033102
-7.569217,10,2.054654
0.112767,4,2.069463
-3.412354,10,2.088526
-0.504806,1,2.115854
0.502092,4,2.125382
2.976955,8,2.147377
0.541814,12,2.171089
-0.429654,3,2.186875
-1.009413,2,2.204574
0.717944,2,2.227823
1.053849,1,2.237782
-0.573658,1,2.256665
-0.385714,2,2.272347
0.281619,2,2.285964
-2.571309,16,2.312708
2.291109,1,2.320215
0.586394,4,2.347234
0.936981,4,2.360181
0.511823,2,2.3742
-0.618436,8,2.400571
-2.737327,15,2.438946
0.56073,5,2.453021
-1.826341,6,2.467827
4.435366,11,2.490346
1.987005,3,2.514695
0.174523,4,2.537046
1.924611,6,2.550901
3.657246,14,2.580745
4.663155,10,2.599547
-0.1,1,2.609634
-4.217385,3,2.626984
-1.680861,8,2.64569
3.062986,9,2.663292
2.092704,10,2.69421
-0.636113,7,2.713107
8.853796,17,2.743458
1.445851,2,2.755679
3.556867,7,2.779995
0.384587,1,2.791847
2.162242,3,2.803255
-5.232914,2,2.814132
9.095122,14,2.84156
1.708637,7,2.861306
0.667513,2,2.876998
0.743226,3,2.89177
0.722792,10,2.912737
3.462091,9,2.93759
1.904814,6,2.963749
-5.531463,4,2.976256
6.972542,17,3.003553
-1.050001,16,3.029613
0.231718,5,3.048389
-3.641338,6,3.070175
4.308865,13,3.091922
-3.885156,2,3.106611
-2.28039,3,3.121147
2.366831,10,3.145084
0.809587,1,3.155114
2.566531,7,3.17157
-0.068028,4,3.188481
2.927385,15,3.217828
0.001675,7,3.232226
-2.654259,3,3.248152
-3.24826,4,3.260198
0.238984,1,3.282686
-0.98322,21,3.313698
1.022365,3,3.32497
-2.698579,7,3.348504
1.228021,5,3.364101
0.74549,8,3.380916
-3.51601,4,3.393092
-3.222811,20,3.423627
2.892779,6,3.44373
-1.667697,1,3.458176
1.401178,4,3.473455
-3.806238,2,3.483985
0.594323,5,3.50119
0.403374,2,3.514911
14.987277,22,3.549728
-0.158526,1,3.562367
2.646497,10,3.589954
-0.450435,13,3.611753
-0.235678,1,3.624532
-0.242998,2,3.637433
-0.516533,1,3.651288
-6.390761,4,3.675354
-0.75796,6,3.689642
2.647554,7,3.709184
-1.764996,1,3.722441
-0.258384,1,3.735955
3.295532,6,3.75834
