r,l,t
-0.249482,5,0.071389
-0.437462,1,0.089234
2.404104,28,0.124796
-0.325182,2,0.142609
-0.402014,2,0.160597
-3.397362,29,0.196008
0.019198,1,0.213283
10.029524,18,0.241792
-0.791224,1,0.259138
-3.744545,28,0.292741
-1.457411,30,0.327549
-0.305321,5,0.347277
-0.112784,2,0.365074
-14.203905,28,0.399444
-3.149877,32,0.43596
-1.470535,3,0.454468
-0.333226,2,0.472225
4.504267,34,0.509777
0.52739,17,0.536725
-0.82768,4,0.555701
-0.586601,1,0.572933
1.580526,29,0.607288
-1.516856,5,0.627025
25.55675,39,0.667996
1.456014,22,0.698274
-0.792985,3,0.71651
-14.858355,40,0.757669
-0.012396,2,0.775424
-0.064967,2,0.793265
0.403627,1,0.810521
4.475278,24,0.841786
-6.074802,32,0.87843
-0.673524,22,0.908787
-27.115718,44,0.952582
-4.858432,7,0.973865
0.304047,2,1.04112
6.49409,26,1.075362
20.303391,39,1.116338
-2.075015,2,1.134375
0.059471,2,1.152225
2.070631,20,1.181554
0.91855,1,1.198779
-10.961836,39,1.239373
-1.025767,5,1.259709
0.316327,2,1.27761
16.541009,39,1.319145
1.702557,13,1.343972
2.133009,5,1.364018
-1.068018,2,1.381981
-2.147212,4,1.400976
12.382213,30,1.436082
-1.37976,4,1.454993
-0.063134,1,1.47223
8.97182,39,1.512745
-0.466321,40,1.553414
-0.139613,4,1.572756
-2.275435,29,1.60819
0.785391,2,1.625937
-1.326483,20,1.655354
7.4429,38,1.696468
0.144577,4,1.715307
-1.586627,19,1.743508
-0.495435,1,1.760872
3.123908,34,1.798867
0.80222,22,1.831444
0.245019,2,1.849436
-0.224156,1,1.866781
5.620103,26,1.90004
-1.437326,29,1.933941
-8.128038,33,1.971329
-0.087219,2,1.989141
0.769941,2,2.007079
-0.602427,1,2.024407
45.780626,43,2.070896
1.336953,39,2.112334
-0.95325,1,2.129698
3.685698,37,2.168452
0.526176,2,2.186253
-0.95872,1,2.203529
8.71443,36,2.242961
-5.351457,33,2.27967
1.929276,3,2.299284
0.238138,1,2.318216
9.839675,27,2.356296
-0.328317,1,2.374961
-1.31063,2,2.392975
3.925414,33,2.430475
-0.214502,4,2.449411
-3.235693,16,2.4764
-0.882875,2,2.494377
3.271881,28,2.529013
0.9825,28,2.563284
-0.308257,7,2.584078
-0.095212,1,2.601319
4.419597,33,2.637884
-7.765251,25,2.670595
-0.403221,5,2.690076
-0.333226,2,2.707841
-0.619292,37,2.747068
6.48809,15,2.773632
0.166507,2,2.791718
0.380897,2,2.809613
-6.800689,30,2.844923
1.051098,3,2.863447
-3.727101,39,2.904039
-2.187332,28,2.940702
0.613879,1,2.960227
3.076282,35,2.99906
-1.144332,3,3.017673
-0.135451,1,3.03491
0.403627,1,3.052135
-1.633087,23,3.08368
10.692282,26,3.116808
-1.427208,19,3.145393
-27.738646,44,3.189291
3.224076,3,3.207888
0.304047,2,3.225645
-12.481411,36,3.26452
14.822742,41,3.306683
-0.453576,5,3.326721
-0.157867,3,3.345327
-0.233123,19,3.373829
-1.106403,2,3.391665
6.447704,40,3.433514
0.212883,8,3.455169
-0.624396,1,3.472351
4.76248,43,4.529263
-2.021169,9,4.554066
2.333854,9,4.576773
-0.347505,3,4.595528
1.721817,3,4.614104
9.92953,27,4.648116
1.086604,4,4.667361
-0.136792,1,4.684585
4.549392,35,4.723872
-21.955995,39,4.765506
-0.0181,2,4.783413
-1.620264,31,4.819732
-0.033993,6,4.840292
