r,l,t
-4.05567,22,0.098803
-7.19188,25,0.133187
11.073749,42,0.17726
0.145774,1,0.194834
0.31726,1,0.21247
0.335117,1,0.229962
2.882152,21,0.261264
0.250284,2,0.279791
0.64494,1,0.297793
-0.730222,16,0.325319
1.18309,13,0.350935
-0.359583,4,0.370763
-2.204824,10,0.394639
0.282957,1,0.412153
-1.709531,1,0.429497
-0.014721,2,0.447803
-0.754114,3,0.466679
1.292634,7,0.488573
9.573523,26,0.523597
1.381178,1,0.5412
0.337933,2,0.559488
4.025916,35,0.598787
-0.020386,3,0.617993
-10.957098,41,0.662228
1.068215,30,0.699143
16.092832,35,0.740372
13.545965,36,0.829617
-0.970434,2,0.847688
1.012328,4,0.867205
-0.748952,18,0.895929
-11.504002,10,0.919904
0.918488,3,0.938971
-0.17635,3,0.957883
-0.099024,1,0.975289
1.233335,2,0.993331
8.350232,24,1.026793
0.062636,18,1.055954
-1.78221,8,1.078291
-0.234029,3,1.097472
-2.070826,1,1.115096
-1.072923,8,1.137435
-0.514988,3,1.156297
-2.066046,5,1.17636
-6.395566,37,1.217415
13.19091,39,1.260463
-12.003764,27,1.29482
-0.312404,3,1.313692
5.231508,18,1.342884
-1.828457,9,1.36576
-4.101206,27,1.400339
0.155828,1,1.418157
-1.284799,2,1.437591
16.965004,27,1.474962
39.739485,43,1.523035
-3.96913,27,1.558446
-8.028945,38,1.600941
-0.032484,4,1.620702
2.078876,8,1.643749
-1.902748,33,1.682818
-12.067909,32,1.720836
-0.495206,1,1.738483
-8.528776,20,1.769679
-17.168411,41,1.81385
-0.924551,2,1.832253
0.816965,33,1.871071
-0.099022,1,1.888745
-0.067231,1,1.90639
-4.481225,6,1.927443
-1.719404,32,1.965498
1.42451,19,1.995094
-1.012153,2,2.013058
-6.544675,16,2.041015
0.679522,1,2.058906
-1.620054,29,2.097912
1.703213,2,2.116309
0.496158,1,2.133955
4.961445,29,2.171247
-10.93385,32,2.209615
-2.221513,10,2.232654
-0.844444,2,2.251023
0.199355,2,2.269657
-1.687181,17,2.298248
-4.500817,21,2.329181
-2.284797,38,2.371971
0.145774,1,2.389733
-0.518095,1,2.407199
0.335117,1,2.425229
-10.962808,26,2.459531
-0.661478,1,2.477143
0.64494,1,2.494715
3.515341,18,2.523973
8.805551,12,2.549302
-0.330931,5,2.569575
-5.60947,14,2.595202
-0.482192,1,2.612856
-0.769663,2,2.631056
-0.381611,2,2.649339
1.422388,1,2.666958
5.279664,9,2.689793
-5.051286,28,2.725495
-1.582593,6,2.745906
-0.643909,1,2.763492
4.162207,31,2.801432
-0.222031,1,2.81914
-31.947001,37,2.860943
4.145438,27,2.896107
7.897213,37,2.937559
-1.073497,36,2.978976
0.768695,2,2.997297
-2.416938,5,3.017381
-2.271946,24,3.050023
1.442358,13,3.075961
1.521994,3,3.095327
-0.13274,1,3.112848
-0.099024,1,3.130287
-1.545482,1,3.14779
-11.883667,34,3.186379
-3.217499,20,3.216545
-0.657766,5,3.236539
-2.729443,4,3.256073
1.866888,1,3.273404
0.006157,8,3.295721
1.684197,1,3.31322
1.463451,5,3.333456
-12.738372,37,3.375978
3.87671,43,3.420982
