r,l,t
1.154748,3,0.070227
-0.049995,11,0.094096
0.789846,3,0.112762
-15.283811,25,0.14687
-0.746201,3,0.165325
-4.912935,24,0.196325
-0.337269,1,0.213653
-12.30957,38,0.253623
-1.213528,1,0.270905
-37.125694,38,0.311709
4.073617,14,0.337482
-0.416906,3,0.356141
0.293027,1,0.373347
-2.944927,4,0.392596
-19.897186,28,0.427601
9.006187,20,0.456418
26.006784,39,0.497245
-26.801708,44,0.541344
0.092432,2,0.559253
-0.459872,1,0.576504
0.545541,1,0.593687
0.354713,1,0.610789
-1.507285,7,0.631328
1.383755,27,0.664714
1.101618,5,0.684573
-0.513413,2,0.702734
-9.780794,28,0.785246
-0.824437,1,0.80272
-0.510562,1,0.820281
-0.087032,2,0.837947
-2.507752,19,0.867257
-1.231388,3,0.886128
0.102995,1,0.903313
0.4666,2,0.921254
-1.22451,9,0.943068
0.858884,2,0.961122
-1.230385,4,0.980252
-0.204494,16,1.006808
-1.081714,1,1.023951
-1.548676,4,1.042858
-11.041552,40,1.084779
7.895502,30,1.12032
0.136543,3,1.138558
-1.1035,3,1.156986
-7.844111,34,1.195118
-0.329087,1,1.212607
-0.954918,1,1.229796
-15.322033,36,1.26793
-0.84643,2,1.285993
-15.485625,41,1.328354
-22.524325,27,1.362219
-1.000737,1,1.379456
-6.537114,31,1.415788
-0.418766,2,1.433712
9.493396,24,1.465393
20.213678,40,1.507012
0.149704,2,1.524776
0.006525,1,1.542351
-0.237898,1,1.559646
-14.306835,30,1.595732
-0.847383,2,1.613883
-0.678938,1,1.631091
-0.087336,1,1.648159
0.043246,1,1.665405
-0.00174,4,1.684127
0.237813,1,1.701274
-0.697419,1,1.718393
-5.999581,27,1.751942
-0.995975,4,1.77094
1.113167,2,1.789075
6.670884,27,1.822627
-0.396054,18,1.850553
-0.447896,1,1.867707
0.956675,4,1.886467
0.63602,1,1.903717
-1.1088,1,1.921052
-19.314314,39,1.961652
0.340002,1,1.978889
-6.187145,26,2.012619
-0.88214,3,2.030777
-2.252485,16,2.058654
1.269541,2,2.077186
