r,l,t
-4.272176,2,0.091321
-1.85975,2,0.114306
-4.213347,6,0.136524
0.595911,3,0.159764
3.09003,6,0.174018
-6.181663,3,0.186105
1.447287,7,0.208554
1.878237,3,0.231808
2.365204,8,0.258647
2.428968,4,0.282514
3.492533,5,0.306949
-0.1,2,0.318463
1.534025,2,0.340281
3.715325,3,0.36367
0.177418,5,0.383025
-0.065361,2,0.39332
1.725175,2,0.416113
0.584327,10,0.443881
-0.157557,2,0.464227
2.197172,4,0.485952
0.158714,3,0.509538
-1.698579,4,0.531598
-0.740625,2,0.554381
-0.1,2,0.575333
0.964481,3,0.598872
0.487912,2,0.619231
-1.170885,3,0.642099
-4.21339,4,0.666047
-0.466362,5,0.68915
-0.578375,4,0.709096
-2.629612,2,0.731673
0.753988,2,0.754539
0.139163,5,0.777898
-0.50885,1,0.800078
-1.138886,1,0.822097
2.861201,4,0.844247
2.945139,6,0.869341
-4.208042,5,0.893621
-4.785906,9,0.910043
-3.153695,4,0.934243
1.954859,5,0.956324
-8.050794,5,0.981193
-0.1,4,0.992794
2.980894,10,1.023109
-1.800992,2,1.047226
1.86522,15,1.066914
-0.571806,1,1.088806
-0.143556,1,1.10976
-1.681722,1,1.131734
5.1757,4,1.156096
-0.371455,5,1.180789
3.477622,7,1.205645
-0.515527,4,1.217961
-0.858334,2,1.240842
-0.792534,2,1.261033
-0.907124,9,1.288358
-0.523148,5,1.307328
-2.530998,4,1.319399
-3.57099,3,1.341347
0.718436,1,1.359689
-10.869642,8,1.385963
-0.268597,4,1.409831
0.28665,1,1.430335
-0.175943,2,1.453255
-4.328366,6,1.478294
-0.1,1,1.487361
-0.1,2,1.497982
-3.184502,4,1.521959
2.677777,3,1.545434
0.03376,2,1.568214
-0.482511,1,1.585371
2.253731,12,1.614449
5.703905,7,1.640349
3.326157,4,1.652423
2.13006,4,1.676551
-0.013163,4,1.697561
1.422414,2,1.7202
1.903603,7,1.741015
3.483654,4,1.752633
1.126809,3,1.772486
1.786057,3,1.796067
-2.226676,2,1.819014
1.401024,6,1.844401
-4.213347,6,1.866659
0.595911,3,1.889654
-1.644398,6,1.903494
-6.181663,3,1.91499
2.195355,7,1.93735
1.878237,3,1.96046
-4.147324,6,1.985349
2.447904,3,2.008486
