r,l,t
-0.324475,4,0.475979
-3.856323,6,0.551382
-3.59566,6,0.625252
-0.344036,1,0.697629
-2.206354,3,0.772816
-2.429278,2,0.846216
-0.251785,1,0.914436
-2.244791,2,0.987527
0.177712,5,1.0637
-3.328061,4,1.136975
-0.993479,6,1.213347
2.197115,9,1.294766
-0.076532,4,1.371604
0.69403,5,1.445647
1.755577,4,1.516109
0.530254,3,1.591919
-0.391711,6,1.669705
-0.14922,8,1.748018
0.837223,2,1.82259
-19.038239,21,1.909361
-1.66345,3,1.977688
0.52242,1,2.050511
-1.169902,1,2.12353
1.889571,2,2.19629
0.941755,2,2.270976
-0.265316,7,2.349121
-1.551302,3,2.424931
-1.341431,2,2.500204
-1.862741,2,2.571284
-5.533165,10,2.647248
3.916832,6,2.724998
-4.005338,11,2.79682
-2.37199,4,2.871901
0.032199,6,2.947647
-0.016439,1,3.012369
-1.885619,3,3.088828
2.459388,5,3.160414
-0.721887,6,3.237327
-0.024742,6,3.313496
-0.557132,3,3.380249
-5.871229,4,3.446404
-0.260532,3,3.520776
-0.105254,5,3.594738
1.306814,11,3.673391
1.272279,3,3.748895
-0.646648,4,3.82659
4.492825,10,3.900794
-0.522099,2,3.974936
-1.029229,2,4.039592
-0.718071,4,4.112508
0.517727,3,4.178431
-2.790658,6,4.254823
1.07599,4,4.328971
-3.10037,11,4.400722
0.220728,6,4.47091
2.992467,2,4.543159
-5.469119,7,4.620895
0.662692,4,4.697498
2.282952,4,4.772502
-2.005016,4,4.847189
0.771709,4,4.919669
-0.625731,4,4.994824
2.029024,5,5.070718
2.170709,9,5.145592
-3.780052,15,5.222221
1.407818,9,5.29868
-1.179176,4,5.373573
1.124998,2,5.446599
1.423688,8,5.525303
-6.266559,12,5.598503
-1.388269,3,5.663054
-1.530682,4,5.728674
-4.823154,7,5.805659
-2.774683,7,5.882804
2.014639,2,5.948508
-0.785924,4,6.022298
-1.219289,1,6.09504
-0.796204,1,6.166377
0.711571,5,6.240466
1.749743,7,6.310411
1.93733,5,6.380962
0.32899,6,6.457709
-5.094181,4,6.52423
-0.459013,3,6.597758
-0.602931,1,6.670372
-6.259039,7,6.73969
0.40406,2,6.812514
-2.607437,7,6.886546
0.6,1,6.956459
3.316103,5,7.031795
-1.805913,8,7.108007
-2.506726,5,7.182524
-2.350662,6,7.258166
-0.011029,2,7.32821
-0.027207,5,7.404096
-0.283771,5,7.472164
1.754176,9,7.552136
-1.83955,2,7.616447
2.988933,9,7.694107
-0.752448,1,7.767093
0.245599,1,7.839568
3.078033,6,7.914546
1.538793,3,7.989119
-0.247386,3,8.06181
-0.59005,2,8.136423
1.361319,1,8.208464
-0.997391,4,8.282545
4.38262,4,8.353296
-1.680615,2,8.425642
0.578351,3,8.496822
-1.361684,2,8.569874
1.867006,4,8.646646
1.537951,3,8.721663
-6.510172,18,8.804002
0.678312,3,8.872883
0.159845,1,8.944515
3.070948,3,9.017583
-0.376675,11,9.09722
-0.19012,9,9.171698
1.429665,6,9.237786
-0.907727,6,9.314525
-2.833963,4,9.388664
-0.304454,2,9.461781
-1.335353,2,9.538166
0.308805,6,9.618146
-3.295728,9,9.703334
-0.909067,1,9.785161
0.458101,1,9.858177
1.19017,4,9.939009
-1.325767,2,10.018427
2.33388,5,10.09948
-3.009554,6,10.181636
-2.527797,7,10.26027
1.005433,3,10.338009
-1.858465,3,10.413112
0.092924,5,10.491038
1.625858,1,10.561143
0.278109,7,10.643206
-2.689744,2,10.729085
0.410722,4,10.840184
2.035635,5,10.929139
-0.917643,2,11.011522
-1.539174,4,11.093194
-4.628328,7,11.178373
-0.900221,5,11.263587
0.283035,10,11.365642
-0.048529,2,11.451191
-0.074285,2,11.534385
1.544314,5,11.614091
0.758185,4,11.693804
-5.981139,4,11.771277
1.798556,3,11.841598
-1.882756,4,11.916748
-1.500895,4,11.999408
-0.090478,3,12.082475
0.829721,2,12.155732
-1.535663,5,12.229854
-2.898718,5,12.310459
-0.016256,3,12.393345
0.297917,1,12.463275
-3.798823,10,12.550176
0.003935,8,12.631389
-0.543417,4,12.709544
0.037153,1,12.782958
-1.608482,6,12.858621
0.984553,4,12.934652
-2.957147,12,13.009671
2.157505,3,13.084978
3.660212,6,13.162116
-3.182009,4,13.228973
-1.678,4,13.298583
0.060371,7,13.371258
3.682111,9,13.451776
0.720026,2,13.526823
0.298605,1,13.59887
-1.927311,5,13.67497
1.064447,10,13.754806
1.36359,10,13.83033
-3.792221,7,13.906689
-2.618511,2,13.975051
-1.804095,2,14.048369
-0.192864,12,14.123058
0.867365,2,14.197136
-1.009689,3,14.270823
-1.294037,4,14.346346
-0.296773,1,14.4187
-1.01292,1,14.484757
-1.139461,2,14.560349
