r,l,t
0.814748,1,0.1189
1.629496,1,0.1295
2.444244,1,0.131852
3.258992,1,0.159158
4.07374,1,0.175209
4.888488,1,0.189915
5.703236,1,0.218465
6.517984,1,0.24856
7.332732,1,0.257576
8.14748,1,0.259582
8.962228,1,0.282201
9.776976,1,0.305373
10.591724,1,0.30838
11.406472,1,0.312748
12.22122,1,0.317438
13.035968,1,0.319684
13.850716,1,0.342416
14.665464,1,0.345958
15.480212,1,0.348488
16.29496,1,0.350699
17.109708,1,0.35527
17.924456,1,0.379141
18.739204,1,0.406484
19.553952,1,0.408835
20.3687,1,0.411154
21.183448,1,0.414544
21.998196,1,0.419127
22.812944,1,0.430749
23.627692,1,0.443077
24.44244,1,0.445632
25.257188,1,0.472431
26.071936,1,0.476343
26.886684,1,0.478876
27.701432,1,0.48332
28.51618,1,0.488251
29.330928,1,0.503325
30.145676,1,0.506097
30.960424,1,0.507967
31.775172,1,0.509816
32.58992,1,0.529881
33.404668,1,0.531341
34.219416,1,0.533619
35.034164,1,0.550775
35.848911,1,0.564284
36.663659,1,0.588836
37.478407,1,0.5908
38.293155,1,0.59665
39.107903,1,0.61603
39.922651,1,0.619983
40.737399,1,0.644253
41.552147,1,0.646463
42.366895,1,0.648582
43.181643,1,0.674105
43.996391,1,0.683327
44.811139,1,0.7033
45.625887,1,0.706113
46.440635,1,0.722506
47.255383,1,0.724888
48.070131,1,0.728808
48.884879,1,0.731056
49.699627,1,0.735069
50.514375,1,0.741865
51.329123,1,0.753547
52.143871,1,0.754854
52.958619,1,0.756864
53.773367,1,0.779926
54.588115,1,0.782779
55.402863,1,0.787081
56.217611,1,0.80673
57.032359,1,0.819874
57.847107,1,0.832177
58.661855,1,0.833829
59.476603,1,0.835429
60.291351,1,0.83744
61.106099,1,0.840283
61.920847,1,0.84202
62.735595,1,0.843245
63.550343,1,0.848417
64.365091,1,0.850321
65.179839,1,0.853157
65.994587,1,0.86458
66.809335,1,0.878338
67.624083,1,0.880641
68.438831,1,0.891408
69.253579,1,0.89319
70.068327,1,0.904788
70.883075,1,0.917855
71.697823,1,0.919511
72.512571,1,0.932836
73.327319,1,0.935277
