r,l,t
2.128202,2,0.092467
1.989853,3,0.116675
-2.310239,4,0.14071
0.09235,6,0.164905
-3.38974,6,0.18793
-0.512165,2,0.207139
0.55366,1,0.229461
0.906191,2,0.253193
-3.720851,4,0.278192
0.542827,6,0.300437
-8.602426,6,0.326014
0.796756,3,0.346216
-0.184905,3,0.36889
1.57187,2,0.392079
-0.264245,4,0.415954
-0.215381,7,0.490491
0.233569,8,0.517164
0.852552,3,0.533882
0.330224,2,0.557003
2.956434,5,0.578606
0.952187,4,0.602979
0.857879,2,0.625998
-0.400197,3,0.649348
0.704767,7,0.667993
0.812697,5,0.691821
-0.562759,2,0.713486
-0.509149,4,0.730108
-0.032364,2,0.753188
1.91338,2,0.776693
-1.831552,3,0.800669
-1.675826,2,0.823749
1.557944,6,0.846082
0.482498,2,0.866415
1.461257,1,0.888554
-0.105392,1,0.910775
-3.702847,6,0.936295
1.731017,4,0.958771
1.052199,17,0.989651
0.08192,2,1.013084
0.534855,2,1.037279
0.75,6,1.062608
1.437163,10,1.085138
-1.141536,1,1.107461
1.057252,1,1.129049
-0.040492,2,1.151923
2.893532,3,1.174587
0.42825,3,1.198021
-5.666174,4,1.219014
-0.674228,1,1.241248
-0.170168,8,1.268252
1.885559,4,1.291642
-1.990022,4,1.315774
-0.117147,10,1.342584
3.263465,3,1.366258
-5.168012,5,1.389728
-0.1,1,1.398856
1.274422,2,1.420639
-0.951874,2,1.443801
1.81231,9,1.463754
0.577561,4,1.487304
0.874471,7,1.511664
-2.311861,2,1.534509
2.805017,5,1.557824
-3.234163,2,1.580788
-1.907641,2,1.597269
-2.849846,3,1.620607
-0.636878,4,1.64059
0.794626,2,1.66362
-0.444239,3,1.687286
-0.48616,1,1.70845
-2.236297,3,1.730025
4.589953,6,1.754808
-1.489865,1,1.777983
0.822152,1,1.797881
-2.413963,2,1.821192
-3.109054,12,1.849667
2.8371,2,1.87107
-0.420817,1,1.893448
-0.660276,3,1.916595
-1.103915,2,1.939587
-1.662494,4,1.964123
1.309858,3,1.986922
-2.831119,2,2.010259
-0.603,5,2.034384
0.322863,5,2.058405
-3.38974,6,2.081745
-0.512165,2,2.102039
0.55366,1,2.124291
0.906191,2,2.150653
-3.720851,4,2.173785
0.542827,6,2.195891
-8.602426,6,2.221664
0.796756,3,2.241274
-0.184905,3,2.26308
1.57187,2,2.287086
-1.102399,4,2.309922
-0.215381,7,2.336382
-0.080548,5,2.362204
0.852552,3,2.37983
0.330224,2,2.404932
1.864821,7,2.428039
-0.909223,2,2.451794
-0.139668,1,2.473405
-3.131371,3,2.497042
-0.508065,6,2.515062
0.812697,5,2.538865
-0.562759,2,2.560475
-0.378378,1,2.57616
-0.173542,2,2.598916
-0.283116,1,2.620577
-0.31161,1,2.643128
2.075391,4,2.666599
0.086114,4,2.686735
0.482498,2,2.707245
1.461257,1,2.730305
-0.105392,1,2.751962
-3.776241,6,2.778325
-0.658725,1,2.797982
-0.604863,1,2.821062
-2.783729,4,2.844541
0.126686,2,2.867568
0.75,6,2.892725
0.568082,4,2.911185
1.136202,2,2.934947
-0.263862,5,2.95825
0.815637,2,2.981249
2.893532,3,3.004054
0.42825,3,3.027401
-5.666174,4,3.048324
-0.674228,1,3.071412
-0.979349,6,3.096497
1.885559,4,3.119934
-1.990022,4,3.143868
1.939029,6,3.173732
3.263465,3,3.197762
-5.168012,5,3.221503
-0.1,1,3.231577
1.274422,2,3.253618
-0.951874,2,3.275849
1.81231,9,3.295872
0.577561,4,3.319571
0.971727,11,3.346294
-2.311861,2,3.370215
2.805017,5,3.393335
-3.234163,2,3.417295
-0.382381,6,3.43582
-3.281352,2,3.458657
-0.636878,4,3.47867
0.794626,2,3.501598
-0.444239,3,3.525118
0.816484,5,3.548794
1.2969,2,3.570019
-0.08108,6,3.594633
-1.489865,1,3.616858
-1.020309,1,3.637202
-2.413963,2,3.660269
-8.01899,15,3.689029
3.283911,5,3.71234
-0.420817,1,3.735497
-0.660276,3,3.758491
-1.103915,2,3.781549
-1.662494,4,3.805724
1.309858,3,3.830244
-2.831119,2,3.855743
-2.419429,2,3.880278
0.622476,11,3.908637
-1.8347,6,3.932399
-0.512165,2,3.951924
0.55366,1,3.974426
0.906191,2,3.997559
-3.720851,4,4.019039
0.542827,6,4.040794
-8.602426,6,4.066596
0.796756,3,4.087359
-0.184905,3,4.108485
1.57187,2,4.13149
-1.102399,4,4.156286
3.882979,7,4.182064
-0.080548,5,4.206638
0.852552,3,4.223316
0.330224,2,4.246351
0.615154,2,4.265646
-0.909223,2,4.28854
-0.139668,1,4.311747
-0.059319,1,4.333381
0.336737,10,4.354463
0.812697,5,4.37755
-0.562759,2,4.400128
-0.509149,4,4.415762
-0.032364,2,4.438775
1.91338,2,4.461789
-1.831552,3,4.485068
-2.740547,2,4.509209
2.208226,7,4.53247
0.482498,2,4.553671
-1.658138,1,4.576506
-0.105392,1,4.600339
-0.76455,5,4.625442
0.792749,2,4.646826
0.103784,3,4.670575
0.271942,4,4.695768
-0.613465,1,4.718873
6.019597,5,4.744436
1.963992,6,4.768006
-0.423618,2,4.792826
1.057252,1,4.814817
-1.268183,1,4.837286
-5.594703,3,4.860866
0.42825,3,4.883542
-5.960519,3,4.903875
-0.674228,1,4.927153
-1.361728,3,4.950365
-0.384858,14,4.981023
-2.657871,5,5.005859
0.054161,7,5.031113
3.263465,3,5.05486
-5.168012,5,5.078385
0.0,1,5.088255
1.274422,2,5.110222
-0.951874,2,5.132344
1.693653,8,5.152045
-1.444724,3,5.175247
0.892037,6,5.199584
-2.311861,2,5.222598
3.470615,5,5.245874
-3.234163,2,5.269193
-1.246137,1,5.285701
-2.084208,6,5.310314
-0.636878,4,5.33025
0.794626,2,5.354203
-0.444239,3,5.377101
-0.48616,1,5.399046
-2.236297,3,5.419758
4.589953,6,5.444135
-1.489865,1,5.466678
0.822152,1,5.486946
-2.413963,2,5.510062
-3.109054,12,5.537381
2.8371,2,5.558569
-0.420817,2,5.582155
-0.660276,3,5.604206
-1.103915,2,5.626993
-1.662494,4,5.651647
1.309858,3,5.673454
-1.952244,2,5.696578
-2.824977,5,5.721274
0.322863,5,5.744827
-1.8347,6,5.770908
