r,l,t
-6.828282,13,0.118647
-0.08361,8,0.148346
-0.083848,3,0.172945
2.314772,7,0.19818
0.272884,3,0.223914
-4.858417,13,0.258424
-6.715348,11,0.285003
1.80531,9,0.314552
-0.204304,2,0.338413
0.81782,1,0.362397
2.078035,3,0.3889
-6.905862,8,0.408023
-0.924516,3,0.434803
-0.792314,4,0.461222
-1.639677,1,0.489778
-0.1,1,0.508926
0.044969,5,0.538398
8.68514,7,0.560922
0.813493,6,0.588337
1.588895,2,0.612885
0.352558,8,0.640844
10.169772,8,0.668493
-5.283453,4,0.693737
-0.077231,6,0.711325
1.873587,3,0.73629
1.46538,2,0.760491
1.197807,8,0.786508
-1.310691,7,0.813557
1.648357,4,0.839745
1.081905,4,0.859223
0.070817,1,0.887128
-3.731712,3,0.902907
-4.707263,9,0.935265
0.337164,2,0.962056
0.20173,7,0.984742
-0.1,1,0.99576
1.490034,8,1.026906
-0.1,1,1.052561
-0.773937,1,1.069079
1.472707,2,1.09337
-1.783692,9,1.121668
-2.583333,2,1.137124
-1.286048,1,1.160535
-5.473155,3,1.17813
-3.451327,3,1.20098
-0.626298,1,1.224119
-6.152082,8,1.245412
-1.421754,6,1.275124
3.128247,6,1.300149
0.628073,4,1.322952
-4.159246,9,1.35299
7.972267,8,1.38328
-5.889042,10,1.409095
-1.587243,7,1.430758
2.439473,3,1.454497
0.551196,11,1.490491
4.509918,8,1.512877
0.419817,2,1.539255
6.518258,10,1.571839
-0.1,1,1.589035
-0.615101,6,1.617811
-3.993031,6,1.639384
2.104083,4,1.665803
2.173565,5,1.691636
-0.1,1,1.70425
0.731166,3,1.718825
2.9803,7,1.745614
1.042119,4,1.767169
-0.419748,7,1.794777
-0.731474,4,1.819441
-9.925163,8,1.842334
5.505101,4,1.860458
-4.254598,3,1.884843
-1.947701,4,1.906849
-5.151344,3,1.933443
0.075358,6,1.960795
1.205695,4,1.977639
0.182381,10,2.001409
1.81079,2,2.025801
3.740732,3,2.053066
1.003406,2,2.078662
-7.163784,10,2.106344
4.04461,4,2.133312
-0.196802,8,2.157431
1.012139,2,2.180969
0.154504,4,2.206477
2.043226,2,2.229347
2.431487,5,2.255713
-0.878997,6,2.272549
1.037907,5,2.297865
-1.76088,3,2.320574
-2.444245,4,2.344758
-10.423452,19,2.380517
-0.487711,1,2.402828
-0.083848,3,2.42567
4.355334,9,2.451431
-1.11889,1,2.474182
-3.711771,12,2.504704
5.777353,8,2.530554
-1.039257,9,2.563562
-0.1,1,2.5895
-1.015987,1,2.61581
0.593034,3,2.64473
-3.018809,11,2.666263
-0.924516,3,2.694438
2.526334,9,2.721444
-1.639677,1,2.744744
-0.1,1,2.762204
3.916205,21,2.798593
8.02831,2,2.81554
0.512164,5,2.841883
1.588895,2,2.867805
0.352558,8,2.900194
8.288221,5,2.930612
-5.676279,5,2.961029
2.742127,8,2.980885
2.548118,3,3.005941
1.46538,2,3.033389
-0.162051,5,3.055666
-0.256177,7,3.084501
0.190304,3,3.109056
2.685635,4,3.126138
0.070817,1,3.149061
-2.849821,2,3.165808
-0.784525,11,3.195382
0.337164,2,3.221118
3.032794,9,3.242698
-0.1,1,3.252549
0.785031,6,3.280257
-0.1,1,3.303563
-0.773937,1,3.319664
1.472707,2,3.345217
-4.068414,9,3.374835
-2.583333,2,3.390614
-1.286048,1,3.411973
-5.473155,3,3.430444
-3.451327,3,3.453106
-0.626298,1,3.476053
-3.323863,6,3.494493
-1.421754,6,3.520976
1.847547,7,3.540727
0.728613,6,3.570052
-4.773966,7,3.598532
-1.367803,11,3.632634
1.143088,12,3.662573
-1.587243,7,3.680324
0.243934,4,3.704422
-0.031258,11,3.740943
4.509918,9,3.759223
1.039627,2,3.787487
4.111327,6,3.814125
-0.1,3,3.831248
2.377489,4,3.858164
3.727916,7,3.883003
2.104083,4,3.906906
3.432035,8,3.933757
-0.1,1,3.947846
0.731166,3,3.96044
10.966057,14,3.991719
-2.004384,4,4.013551
-1.246109,8,4.041276
-0.054477,3,4.065296
-8.68244,9,4.086495
6.325993,8,4.11196
-3.560121,3,4.135299
-1.947701,4,4.157175
-5.151344,3,4.181088
0.075358,6,4.205613
1.205695,4,4.222572
6.119643,6,4.238346
2.090055,6,4.262384
3.740732,3,4.284737
-0.702803,1,4.309459
3.692257,10,4.33447
4.487009,7,4.359208
1.452185,4,4.381342
-0.543865,13,4.408996
5.055231,4,4.433657
4.433863,3,4.456738
0.364967,3,4.480818
6.915833,6,4.497657
-0.704296,1,4.525163
-1.76088,3,4.542769
-2.444245,4,4.566347
-1.649388,16,4.598952
-0.487711,1,4.621018
-0.083848,3,4.64363
2.155944,3,4.665452
0.916854,1,4.688084
-6.122589,11,4.717381
-6.332672,10,4.74328
3.855597,13,4.773476
-0.204304,2,4.797846
0.81782,1,4.818996
1.481029,3,4.842912
-2.450901,10,4.864047
-0.924516,3,4.889978
4.568065,11,4.918255
-1.639677,1,4.939207
-0.1,1,4.95657
2.958614,9,4.984694
9.714515,5,5.004945
-2.06839,5,5.028424
1.588895,2,5.051868
-2.641254,8,5.07927
5.249444,7,5.105937
0.336312,8,5.133441
4.117894,6,5.150288
2.548118,3,5.173886
1.46538,2,5.199225
3.848897,5,5.221765
-2.002719,6,5.245688
0.190304,3,5.271139
2.685635,4,5.285234
0.070817,1,5.306906
-2.849821,2,5.322649
-2.502317,8,5.347921
0.337164,2,5.379866
1.386594,9,5.404922
-0.1,1,5.41537
1.490034,8,5.449693
-0.1,1,5.470152
-1.87149,3,5.487517
1.472707,2,5.512562
-2.603541,9,5.543534
-2.583333,2,5.558092
-1.286048,1,5.583479
-5.473155,3,5.601885
-3.451327,3,5.626967
-0.626298,1,5.65149
-1.627195,8,5.67365
-1.421754,6,5.702918
1.847547,7,5.723842
3.992781,4,5.752166
-1.548272,11,5.78259
3.612588,15,5.819848
-12.820174,9,5.845166
-0.59615,5,5.863135
0.243934,4,5.888292
-2.823223,11,5.921059
-4.056249,8,5.94218
0.419817,2,5.967003
4.111327,6,6.002995
-0.1,3,6.016598
2.377489,4,6.042274
5.376848,10,6.069467
2.104083,4,6.09841
3.432035,8,6.131501
-0.1,1,6.14226
0.731166,3,6.158546
1.768845,12,6.192166
0.351028,4,6.217223
-1.246109,8,6.248439
-0.054477,3,6.276276
2.878557,11,6.299053
5.505101,4,6.322025
-4.254598,3,6.345412
-1.947701,4,6.368335
-5.151344,3,6.392944
-0.507969,1,6.41461
-2.36052,7,6.432134
-8.58903,4,6.450049
1.81079,2,6.473038
6.042037,4,6.498288
-0.702803,1,6.523935
4.539783,13,6.554949
3.734889,8,6.585369
0.863894,4,6.608899
1.316378,10,6.63763
-4.102665,4,6.66397
2.043226,2,6.686794
1.937454,3,6.712212
-0.878997,6,6.729872
0.527942,3,6.754899
-1.76088,3,6.778572
-2.444245,4,6.804344
-4.485895,12,6.836789
-0.430022,4,6.928513
-0.083848,3,6.951028
5.068852,16,6.983962
-1.11889,1,7.008005
-1.146159,9,7.038185
-3.008578,9,7.065605
-1.039257,9,7.096312
-0.204304,2,7.122235
0.81782,1,7.144649
1.481029,3,7.17002
-7.053764,8,7.190973
-0.924516,3,7.216174
-0.792314,4,7.239646
-1.639677,1,7.263123
-0.1,1,7.280936
0.044969,5,7.306769
3.154658,7,7.326218
-0.738292,7,7.354944
1.588895,2,7.376863
-1.948424,13,7.407443
5.249444,7,7.434389
-0.289089,6,7.463357
-0.077231,6,7.483447
2.548118,3,7.510272
1.46538,2,7.536066
3.848897,5,7.561264
3.068445,10,7.593298
0.190304,3,7.619848
2.685635,4,7.638026
0.070817,1,7.661929
-2.849821,2,7.677663
-7.098599,10,7.710698
0.337164,2,7.737738
0.20173,7,7.758612
-0.1,1,7.767175
0.749022,8,7.797709
-0.1,1,7.821339
-0.641416,3,7.839224
1.472707,2,7.864624
0.377309,10,7.892687
-2.583333,2,7.908651
-1.286048,1,7.934385
-5.473155,3,7.951
-3.451327,3,7.974326
-0.626298,1,7.998389
-1.627195,8,8.019456
-2.299976,4,8.045541
1.647937,5,8.063322
0.728613,6,8.089706
-2.709996,7,8.117894
1.938055,15,8.155458
-10.604803,10,8.179264
-1.587243,7,8.200062
1.516403,6,8.22654
-2.020514,10,8.259422
2.465828,8,8.279731
0.419817,2,8.303942
5.566404,9,8.335874
-0.1,1,8.352667
-1.140162,5,8.384119
-9.327016,9,8.408095
2.894439,6,8.436793
4.911377,13,8.46961
-0.1,1,8.483169
0.731166,3,8.499472
7.130029,15,8.537889
1.042119,4,8.561576
-0.677026,9,8.588179
-0.054477,3,8.611915
-10.938849,8,8.633003
5.505101,4,8.652983
-4.254598,3,8.677035
-1.947701,4,8.698928
-5.151344,3,8.722656
-0.507969,1,8.743982
-2.36052,7,8.761452
-8.58903,4,8.778235
1.81079,2,8.800129
3.740732,3,8.823985
1.003406,2,8.851297
-2.613034,10,8.879893
4.487009,7,8.911582
3.277949,14,8.94646
-0.023822,3,8.971137
-0.704069,5,9.005777
4.433863,3,9.025675
2.473158,4,9.052978
6.715018,10,9.073445
0.100412,3,9.097835
-1.76088,3,9.121749
-2.444245,4,9.14672
-5.370494,15,9.180494
-0.487711,1,9.202734
-0.083848,3,9.227853
1.484551,7,9.251185
-1.11889,1,9.274222
0.97963,13,9.306477
-4.682569,9,9.332634
2.37578,10,9.361549
-0.204304,2,9.384709
0.81782,1,9.407765
2.078035,3,9.4322
-5.957768,10,9.453826
-0.924516,3,9.47879
3.39778,9,9.507512
-1.639677,1,9.530737
-0.1,1,9.548458
2.958614,9,9.579001
8.006474,7,9.599565
-0.677386,6,9.626111
-2.063038,2,9.649916
-5.98758,10,10.875283
5.350628,6,10.905892
-3.457818,9,10.935858
-1.114048,6,10.953408
1.873587,3,10.977156
1.46538,2,11.001042
5.45888,13,11.032088
-1.302717,5,11.05756
0.190304,3,11.079049
2.685635,4,11.094943
0.070817,1,11.116994
-2.849821,2,11.131368
-2.502317,8,11.15846
0.337164,2,11.182362
-3.895651,9,11.204406
-0.1,1,11.217378
0.386983,7,11.249666
-0.1,1,11.273066
-0.773937,1,11.289522
1.472707,2,11.315379
-2.603541,9,11.350664
-2.583333,2,11.362801
-1.286048,1,11.389818
-5.473155,3,11.407944
-3.451327,3,11.434646
-0.626298,1,11.462164
-10.803244,8,11.481629
-1.421754,6,11.508728
3.128247,6,11.526528
0.628073,4,11.550628
-4.867685,8,11.577945
0.146257,9,11.608201
0.329454,11,11.629814
-1.587243,7,11.648232
1.594682,5,11.671069
-0.833967,12,11.700926
-7.687848,6,11.717446
0.419817,2,11.740376
4.111327,6,11.767162
-0.1,3,11.785565
3.378329,5,11.812267
0.180071,9,11.83895
2.104083,4,11.867201
4.475421,8,11.902817
-0.1,1,11.91677
0.731166,3,11.931798
3.9622,8,11.963514
1.042119,4,11.988884
0.230888,8,12.018614
-0.054477,3,12.046277
-0.340455,9,12.068468
6.285027,7,12.092081
-4.254598,3,12.119583
-1.947701,4,12.144925
-5.151344,3,12.172335
-0.507969,1,12.195649
-2.36052,7,12.21655
-8.58903,4,12.233828
1.81079,2,12.258036
3.740732,3,12.283169
-0.702803,1,12.309507
5.158847,10,12.342401
4.814121,6,12.37049
2.151284,2,12.395029
-0.212477,9,12.426045
-1.670308,4,12.453588
2.043226,2,12.479085
2.052517,2,12.502582
-0.878997,6,12.521171
-0.704296,1,12.547623
-1.76088,3,12.570501
-1.666314,3,12.59507
-3.996436,25,12.640686
-0.567851,10,12.674201
-0.083848,3,12.70229
4.67163,13,12.738037
-1.11889,1,12.764822
-6.679812,8,12.799251
-2.714163,9,12.830012
1.80531,9,12.862045
-0.1,1,12.886404
-1.847967,3,12.912163
-1.430506,6,12.939153
6.027728,10,12.961913
-0.924516,3,12.987609
1.512607,5,13.012792
-0.666392,2,13.036909
-0.1,1,13.054819
-0.965115,18,13.090741
8.02831,2,13.10742
0.512164,5,13.134543
1.588895,2,13.163401
0.446492,8,13.196354
5.350628,6,13.230002
-2.962409,7,13.267286
3.846752,7,13.288858
1.873587,3,13.316592
1.46538,2,13.346862
3.848897,5,13.37216
-1.286904,6,13.403148
0.190304,3,13.430596
2.685635,4,13.447625
0.070817,1,13.470205
-2.849821,2,13.48539
-0.255739,5,13.512023
0.337164,2,13.536795
6.742712,13,13.561382
-0.1,1,13.57234
1.511843,7,13.604256
-0.1,1,13.629363
-0.773937,1,13.646227
1.472707,2,13.673324
-2.603541,9,13.703508
-2.583333,2,13.720855
-1.286048,1,13.747231
-5.473155,3,13.769355
-3.451327,3,13.797123
-1.906327,3,13.824931
8.851931,9,13.850547
-1.421754,6,13.881774
4.542708,8,13.905439
3.992781,4,13.934497
-4.610302,6,13.967433
8.110278,8,14.001958
-6.319729,10,14.032382
-1.587243,7,14.05481
0.243934,4,14.083762
-1.43806,10,14.120182
0.420731,9,14.145146
0.419817,2,14.173288
4.111327,6,14.201072
-0.1,3,14.221616
4.38808,7,14.255029
-2.023298,9,14.285316
