r,l,t
-1.672563,1,0.031208
1.427614,16,0.059604
1.132498,4,0.076458
-17.911925,29,0.109354
-3.759138,26,0.140625
-0.2468,1,0.155175
0.476034,2,0.170333
1.243489,3,0.186022
-11.504286,40,0.223488
-0.664743,1,0.237867
-23.065962,42,0.277642
-1.09326,29,0.309119
6.979482,42,0.347917
1.205442,2,0.362824
-0.239662,2,0.377931
-6.933455,34,0.412409
-0.643373,17,0.436636
-1.672563,1,0.452079
-0.28252,14,0.474206
1.293924,1,0.488835
-11.5389,33,0.521627
0.301081,32,0.554333
0.045073,2,0.570343
0.376602,2,0.585545
1.367191,2,0.599863
-3.130644,33,0.634915
-0.674049,5,0.651692
4.302674,41,0.690961
-17.919105,23,0.720343
1.799186,33,0.754891
-0.911602,2,0.77017
0.041891,1,0.784637
0.116861,33,0.818888
2.729407,19,0.843839
1.469421,1,0.859222
-1.74734,10,0.878379
-0.856235,3,0.894129
12.054309,32,0.928456
5.220987,30,0.959735
0.047094,1,0.975553
0.476034,2,0.98919
1.263332,2,1.005366
-3.243942,33,1.038765
-0.664743,1,1.054166
-3.210678,41,1.09284
-4.886116,24,1.121408
3.592445,39,1.15947
-0.911602,2,1.174651
0.041891,1,1.190008
-8.980524,30,1.221515
4.313769,10,1.241613
-0.787869,4,1.258959
-0.280771,9,1.278397
-1.534809,4,1.294545
15.587122,33,1.327589
0.276503,30,1.359547
-0.244783,2,1.374422
-0.682858,1,1.389753
-1.645289,3,1.405356
0.007433,32,1.438145
0.289776,7,1.45679
7.284585,40,1.494393
-3.174034,25,1.524216
-1.74702,33,1.559592
-0.92849,3,1.57526
0.039941,2,1.58907
-21.911595,31,1.624013
-3.446543,15,1.6497
-1.650587,2,1.66613
-1.872735,9,1.742955
-0.52397,3,1.758986
-5.748899,34,1.793419
4.036319,31,1.82658
-0.244783,2,1.842467
0.484025,1,1.856813
-0.800454,4,1.872935
-0.289422,31,1.905086
0.465874,1,1.920479
-1.338483,41,1.95856
-13.507973,27,1.98928
5.00638,31,2.023053
-0.031664,3,2.040195
-0.239662,2,2.056259
-24.663965,31,2.091884
-6.568613,9,2.111902
-1.724141,3,2.128034
1.141442,8,2.147485
-0.542981,2,2.164091
0.53674,33,2.197733
-16.268779,29,2.230645
-0.2468,1,2.246112
0.476034,2,2.260929
-0.79974,4,2.2771
-12.44272,33,2.310427
