r,l,t
-4.569181,2,0.096249
1.803006,2,0.109681
-3.17066,5,0.137626
-3.128595,3,0.163316
0.462851,2,0.18633
1.121016,11,0.216469
5.74901,4,0.230156
2.253796,2,0.254622
-2.01034,44,0.304664
0.295657,3,0.332801
7.548795,9,0.361593
2.021836,49,0.417268
-1.860258,4,0.431596
1.026212,11,0.462976
-6.84904,11,0.490982
0.742389,6,0.51882
-0.709027,3,0.544086
0.504926,16,0.568017
-0.02134,1,0.579724
-1.054456,1,0.601533
3.968032,29,0.643639
0.146352,4,0.656617
2.755674,3,0.670952
-0.003238,4,0.695013
1.432503,2,0.719987
2.940624,3,0.73486
2.152245,7,0.763029
0.819505,6,0.780323
2.069202,4,0.804152
2.336614,7,0.832557
8.254508,16,0.866178
-7.499746,26,0.904446
-2.108038,4,0.917595
0.836216,33,0.962477
-6.058092,4,0.975079
-5.912898,3,0.990385
0.685771,5,1.016433
1.824858,3,1.043291
0.256811,3,1.057428
-2.175886,3,1.073763
-1.274162,8,1.103834
2.48024,4,1.119686
5.118074,13,1.151815
0.057824,3,1.163576
1.707338,2,1.189542
-0.1,2,1.206424
-0.1,3,1.219081
-3.328648,5,1.248779
-2.44356,12,1.275542
-0.1,3,1.28955
5.349617,2,1.304072
-4.662414,17,1.343257
-0.231802,1,1.354557
-0.048751,3,1.380989
-1.706568,5,1.410407
-0.089194,2,1.424907
5.127347,4,1.444306
-3.993195,38,1.493883
-2.73359,2,1.515514
2.261961,2,1.538933
-3.88687,3,1.558188
-1.30228,4,1.582747
-0.1,1,1.606052
-1.184113,1,1.629666
0.782106,2,1.655803
-4.100175,3,1.670608
1.875823,2,1.68616
3.166672,3,1.711892
1.561192,1,1.734803
0.581981,5,1.767248
-1.443566,1,1.789932
-1.384516,4,1.824584
2.767952,3,1.854729
-1.968182,3,1.87241
2.699225,3,1.901448
2.292949,20,1.935708
-1.476768,38,1.985573
-0.9008,1,2.011874
-4.794512,23,2.052747
-0.399487,2,2.077541
4.825302,13,2.112857
-0.470936,7,2.140698
-0.1,2,2.153001
-0.175974,2,2.165315
-0.182705,2,2.191351
3.906069,4,2.223432
-9.18826,5,2.247457
-1.944309,1,2.261789
5.561203,11,2.289488
-1.62384,6,2.32122
-6.180955,4,2.351184
0.0,1,2.363087
-2.657692,3,2.388325
4.487172,8,2.410627
4.229212,2,2.430026
0.801975,4,2.447948
1.803006,2,2.4627
-3.07066,5,2.491051
-3.128595,3,2.518154
0.462851,2,2.541361
7.483806,50,2.607803
4.56824,4,2.625507
2.253796,2,2.654242
-4.338216,9,2.690358
-0.266687,11,2.727813
6.541564,16,2.763156
2.021836,49,2.815908
0.585636,3,2.830473
0.900292,12,2.860194
-0.665168,14,2.888988
0.797569,5,2.915433
0.732339,5,2.942501
0.512088,15,2.963005
0.135717,3,2.975922
-1.054456,1,2.999523
-0.784382,38,3.047925
-1.097672,3,3.060672
0.413873,3,3.076927
-3.677752,10,3.179277
0.02757,4,3.209677
-2.616929,4,3.228137
-2.088027,7,3.258493
1.441733,7,3.275781
2.230172,5,3.301026
0.479022,21,3.336374
6.580599,11,3.366005
-1.808313,37,3.408086
-2.475596,3,3.420462
-8.089118,5,3.447559
2.702832,3,3.459587
2.811823,6,3.477835
2.728833,9,3.509699
1.824858,3,3.538431
0.256811,3,3.554776
-2.175886,3,3.571208
-7.770965,10,3.610959
0.764823,4,3.626621
-12.796914,11,3.666271
0.057824,3,3.682353
1.707338,2,3.707529
-0.1,2,3.725075
-0.1,3,3.73877
-0.353851,3,3.764443
0.528302,1,3.78553
-3.063136,2,3.798376
-4.099193,2,3.813912
-5.463019,16,3.855372
-0.231802,1,3.867986
-0.048751,3,3.897888
-2.803172,5,3.932846
-0.089194,2,3.947988
5.127347,4,3.967017
-9.603342,42,4.033119
-2.73359,2,4.057462
2.261961,2,4.084729
3.479504,3,4.106194
-1.334347,2,4.131485
1.60778,3,4.159336
-3.32203,10,4.190893
0.48929,2,4.215386
-1.840735,3,4.229312
1.875823,2,4.244131
3.166672,3,4.269772
1.561192,1,4.291281
0.966489,5,4.320947
-1.443566,1,4.342814
-1.384516,4,4.37408
2.599545,2,4.406778
-3.691561,3,4.417414
2.699225,3,4.451609
3.873599,22,4.486201
-2.742747,10,4.51776
0.392903,5,4.546396
-2.709924,7,4.575848
-0.399487,2,4.599848
3.336786,9,4.629255
-3.610843,5,4.655979
-0.1,4,4.669089
-0.023874,4,4.681604
-0.154816,1,4.70505
3.906069,4,4.731149
-9.18826,5,4.754038
-1.944309,1,4.766225
1.649758,7,4.788199
-1.938598,5,4.819534
-6.828648,3,4.850595
-0.1,1,4.861266
-2.657692,3,4.884582
4.866593,9,4.906265
-6.390264,2,4.921642
0.801975,4,4.937673
1.803006,2,4.950731
-3.07066,5,4.977894
-3.153556,3,5.003591
0.028925,4,5.027537
3.157516,25,5.065269
3.184907,4,5.079017
2.253796,2,5.101931
-7.953983,41,5.144671
0.295657,3,5.169566
-1.094705,11,5.204182
2.51781,3,5.229426
1.201714,4,5.245407
-0.291372,9,5.280015
-2.589727,11,5.310404
0.797569,5,5.336209
1.001305,7,5.363962
-1.744999,8,5.382718
-0.335246,3,5.395544
-1.054456,1,5.417884
-1.033426,24,5.455696
1.044601,4,5.468818
2.863873,4,5.484278
-0.003238,4,5.50767
1.432503,2,5.532866
-2.072938,4,5.548176
-2.176129,19,5.583553
0.819505,6,5.600428
6.253208,5,5.625729
-1.649378,9,5.65513
-1.295852,10,5.687261
-5.116426,16,5.719396
-2.475596,3,5.732137
-8.089118,5,5.760979
2.702832,3,5.773772
2.811823,6,5.789836
