r,l,t
-24.488336,38,0.054277
-5.365888,24,0.083596
4.439069,31,0.11623
-6.991296,28,0.147705
-0.244481,26,0.178393
0.033363,12,0.200238
4.192569,18,0.226413
-42.025836,42,0.276513
2.989555,19,0.309043
0.423297,1,0.323321
-11.442658,31,0.361173
-2.852277,20,0.390192
0.40672,1,0.407321
-2.223506,11,0.433525
2.24228,39,0.476488
1.638751,32,0.513572
3.537704,45,0.563293
16.53056,37,0.607065
1.813943,25,0.639996
-3.298157,29,0.676641
-4.376374,29,0.714144
0.004836,32,0.752788
-6.071079,13,0.778293
-10.235325,22,0.811244
-3.82466,43,0.85716
0.764633,12,0.883041
0.423297,1,0.897632
7.868012,36,0.942029
-3.960783,23,0.972582
-0.605707,1,0.987414
-1.869629,10,1.00867
30.146868,45,1.05682
0.256136,20,1.089982
30.405522,44,1.139252
-1.73935,45,1.187261
4.494743,20,1.220563
-14.879258,29,1.258537
4.636134,24,1.292339
6.300369,25,1.327754
-0.824799,13,1.353659
6.623909,26,1.390306
-3.490973,45,1.43924
-0.286208,9,1.460892
0.423297,1,1.476595
-4.260412,30,1.517178
1.678545,28,1.615417
0.40672,1,1.63256
0.151939,11,1.65497
48.950664,40,1.697576
0.590013,23,1.728904
7.408855,39,1.772232
0.735162,44,1.822666
-10.606262,21,1.853561
5.086823,28,1.886615
-0.184363,28,1.919474
-1.372997,26,1.950622
8.598445,13,1.973686
-9.727909,24,2.00538
-0.761633,37,2.057203
0.972292,10,2.07995
0.408971,3,2.096934
-10.720796,29,2.136311
-5.865087,20,2.164738
-0.598783,2,2.180465
0.017181,13,2.203917
-20.068974,43,2.250686
2.758045,21,2.280542
-24.07023,43,2.323098
2.75227,45,2.369974
-4.465797,26,2.405041
-1.776197,25,2.438559
-4.470248,22,2.469703
-0.83513,23,2.502856
-6.276386,18,2.52968
6.174901,22,2.562043
-8.606632,41,2.605756
-1.391045,12,2.629412
0.316418,2,2.645815
-22.152473,29,2.682143
-2.441913,20,2.709782
0.40672,1,2.725104
-1.03109,11,2.748087
-15.384361,44,2.793113
-4.552323,23,2.824582
-14.808369,37,3.877337
6.058241,36,3.915092
-1.886406,25,3.944851
