r,l,t
0.888926,2,0.104173
0.749839,1,0.122194
-0.239825,13,0.148047
-0.70183,19,0.178062
0.194691,1,0.195905
0.80725,3,0.214579
-0.067699,1,0.232225
1.306845,5,0.252675
-7.568795,33,0.290857
-0.384579,1,0.308445
-2.043805,27,0.341315
-0.426359,28,0.377283
-8.236043,27,0.411438
-2.027414,3,0.430541
-14.643037,42,0.474516
0.316832,2,0.49292
-0.374898,1,0.510666
2.210525,11,0.535226
-0.865607,1,0.553034
0.295515,1,0.570763
-0.557943,2,0.589054
-0.675237,1,0.606805
2.120336,18,0.636389
-0.550346,2,0.654703
0.274194,2,0.672932
2.044154,3,0.692316
0.075839,2,0.710797
4.903917,7,0.732706
0.482299,9,0.755756
-0.130632,2,0.774077
0.260539,4,0.793449
0.028858,10,0.816655
1.221891,8,0.838485
0.528251,2,0.856848
1.991005,17,0.884667
-8.474844,14,0.910684
-0.541841,1,0.928474
-3.989223,18,0.957799
-0.252087,2,1.024483
0.644686,1,1.042334
-0.868115,5,1.0623
-0.441389,2,1.080602
2.21729,36,1.120431
-0.541282,4,1.139433
-0.741076,8,1.160998
24.602554,42,1.203423
-2.161936,10,1.225982
-0.43457,1,1.243119
2.171204,9,1.265858
-2.58862,3,1.286156
-0.311986,1,1.303556
0.296099,32,1.339814
-2.305486,21,1.370649
-0.649688,2,1.389045
-0.383565,1,1.406644
0.344061,2,1.4249
0.745786,40,1.466066
5.780447,41,1.508778
-2.161898,2,1.526786
12.468664,42,1.568887
-8.735247,27,1.602891
0.672099,1,1.620133
-0.492825,1,1.637357
-0.304624,1,1.65477
8.363682,40,1.696328
3.819252,15,1.722995
-1.593403,3,1.742495
-4.354072,27,1.777622
4.314746,29,1.813663
-0.269721,12,1.838433
-5.292943,15,1.865432
-0.154755,2,1.883619
-6.969957,18,1.91241
4.324706,38,1.953578
0.950254,14,1.979
-2.531428,2,1.996844
0.450075,10,2.019584
-0.194121,13,2.045081
-2.668736,5,2.064821
-2.367772,34,2.105428
-0.079432,1,2.123299
-1.124608,10,2.146355
0.749839,1,2.163612
-5.184192,9,2.186225
-3.586498,16,2.212652
-0.395281,1,2.230047
0.692674,4,2.24909
-0.132236,1,2.266512
0.564065,3,2.285048
0.951467,26,2.318191
-0.384579,1,2.335463
-6.689065,21,2.364833
-1.711236,27,2.399547
2.27945,23,2.430724
0.520497,3,2.44966
4.935261,33,2.487315
-0.517666,2,2.505149
-0.374898,1,2.522426
-5.960131,12,2.54687
0.625249,5,2.566125
-0.496307,1,2.583395
0.35886,2,2.601076
0.476389,1,2.6182
-0.643997,24,2.649277
0.357515,1,2.666645
0.253261,6,2.68658
-2.497762,4,2.705458
0.637902,1,2.722632
2.543979,7,2.743594
-4.625437,6,2.763728
-0.13106,1,2.780912
0.276115,1,2.798156
2.337327,7,2.819041
1.137044,8,2.841215
0.518362,3,2.859793
6.349495,16,2.886268
-3.409397,15,2.912103
0.342725,1,2.929221
1.532572,16,2.955779
-0.278466,4,2.974625
0.644686,1,2.991732
0.711564,1,3.008732
0.246829,1,3.025802
-10.776578,42,3.067283
-0.808234,1,3.084415
-2.249605,8,3.105751
11.502478,35,3.144406
-5.4925,7,3.165681
-0.43457,1,3.182752
-3.167729,4,3.202303
1.50926,2,3.220141
0.109494,2,3.237685
20.107759,37,3.276425
-4.055375,30,3.310293
0.458432,1,3.327394
0.182998,1,3.344479
0.350229,1,3.361516
-25.688182,35,3.399544
-8.98918,38,3.439508
-2.070715,2,3.457268
-5.56656,43,3.49993
-3.262507,29,3.534918
0.672099,1,3.552076
0.286624,2,3.569736
-0.304624,1,3.587131
14.290879,37,3.62627
-3.035582,17,3.653773
1.061855,2,3.671875
-15.082221,37,3.711624
-0.75023,33,3.749154
2.929998,12,3.773167
1.233077,17,3.799979
-0.079402,1,3.817139
3.879997,18,3.844951
-3.667424,37,3.884443
-7.092412,10,3.907241
2.006877,6,3.927186
-0.196092,5,3.947538
0.85955,7,3.968874
1.386697,3,3.987334
9.018385,30,4.022885
-0.079432,1,4.04068
1.516519,4,4.060313
0.749839,1,4.077989
0.138472,15,4.106727
-5.943173,13,4.132966
-0.395281,1,4.15056
0.693313,4,4.169718
-0.132236,1,4.186962
-1.428684,3,4.205446
-11.701849,32,4.242315
-0.384579,1,4.259649
0.996005,13,4.284615
0.965271,30,4.320626
-6.754397,25,4.352926
1.62451,3,4.371402
-3.6891,39,5.082355
0.322673,1,5.100121
-0.374898,1,5.117512
-2.782689,10,5.140564
0.558147,2,5.158919
0.295515,1,5.176144
-0.557943,2,5.193794
0.476389,1,5.210906
2.124579,21,5.240946
0.357515,1,5.258089
0.279435,1,5.275173
2.134821,3,5.293488
-0.839379,1,5.310611
-0.301801,3,5.329269
-3.457098,3,5.347754
-0.130632,2,5.365348
0.276115,1,5.382347
2.470037,6,5.402559
-0.39025,8,5.424243
0.528251,2,5.442256
-2.488068,14,5.467979
1.877409,20,5.497804
0.342725,1,5.515011
-5.709479,16,5.541442
-1.080394,1,5.55865
0.076941,2,5.576451
0.700306,2,5.593989
-0.446136,1,5.611011
-6.897023,37,5.650658
-0.5504,5,5.670058
-0.241755,7,5.691173
-5.340894,43,5.733177
-2.358931,11,5.756494
-0.43457,1,5.77367
1.7776,7,5.794744
-2.526191,2,5.812815
-0.311986,1,5.829963
-4.647184,30,5.866085
9.764233,25,5.89754
0.458432,1,5.914724
-0.383565,1,5.931814
-0.53702,3,5.950051
-22.309775,39,5.990326
-10.514127,40,6.03161
-1.197689,4,6.050718
17.668815,34,6.090391
-2.945647,31,6.196494
-0.448744,2,6.214672
-0.492825,1,6.231985
0.105033,1,6.249368
19.379319,37,6.291225
-1.382219,14,6.316444
-3.020547,4,6.335516
2.341531,35,6.373686
12.935606,31,6.409894
-3.68137,16,6.436494
0.0393,12,6.460796
-0.120557,1,6.477921
-6.147635,15,6.503823
10.625287,43,6.545591
-2.481384,7,6.566733
-2.46678,4,6.58564
-2.653676,3,6.604118
-3.85851,17,6.630723
0.9567,7,6.651539
-5.331127,32,6.687928
-0.12061,1,6.705186
-1.948703,8,6.726351
-1.014877,4,6.745217
-3.570221,15,6.770934
0.542118,20,6.799633
-0.395281,1,6.816807
0.833161,1,6.833883
-0.132236,1,6.851
0.602323,2,6.868835
-0.273817,30,6.904068
-0.384579,1,6.921267
0.227369,12,6.945783
8.576763,37,6.985107
-4.817051,28,7.018458
-0.380647,3,7.036856
-18.740279,38,7.076699
0.316832,2,7.09435
0.171668,2,7.112163
2.659684,11,7.135456
-0.865607,1,7.152556
-0.496307,1,7.169631
-0.564303,1,7.186649
-0.675237,1,7.203637
3.245352,23,7.234579
0.351247,2,7.252244
-0.474943,2,7.269885
-1.116924,6,7.289958
0.637902,1,7.307037
0.296982,8,7.328075
-5.578963,11,7.351188
-0.130632,2,7.368809
-0.471662,2,7.386414
-2.688421,6,7.407001
-1.56579,8,7.428591
0.629083,2,7.446444
-8.101888,17,7.475154
3.476947,17,7.502769
0.336659,2,7.520458
-2.215483,16,7.547013
-1.164778,2,7.564912
-0.924406,3,7.583233
-0.913188,1,7.600672
0.246829,1,7.617798
-12.481919,34,7.655443
0.121023,2,7.673332
4.1686,7,7.694291
21.994568,37,7.734569
6.037405,10,7.757893
0.23524,1,7.775153
-5.177065,7,7.79643
-1.156658,5,7.816057
-0.311986,1,7.833152
-16.283963,35,7.871107
-3.470816,27,7.90417
0.458432,1,7.921319
-0.383565,1,7.938457
-0.543173,2,7.95647
-5.977373,42,7.997769
13.963591,40,8.038665
-2.135751,3,8.057107
5.623889,40,8.100732
24.546411,29,8.137706
-0.873645,1,8.154979
-0.492825,1,8.172285
0.102218,2,8.190051
23.667889,38,8.230372
0.479083,16,8.256844
2.593063,2,8.274664
12.059502,37,8.313257
1.589732,35,8.350648
-1.785295,15,8.37613
-3.10158,17,8.403244
-0.338592,6,8.423253
0.488611,18,8.450886
1.962473,40,8.491553
2.936752,9,8.514464
2.138799,2,8.532432
-1.210334,8,8.55331
-3.72336,13,8.57752
-2.601957,4,8.596298
1.823728,31,8.631808
-0.281933,3,8.650313
0.457694,4,8.669801
0.749839,1,8.686986
3.593487,17,8.713762
-3.210581,20,8.742242
0.186559,3,8.760438
-0.299977,2,8.778241
-0.131793,2,8.795807
0.356054,6,8.815972
1.560173,25,8.84816
0.185149,1,8.865517
0.871459,20,8.894355
-0.218246,33,8.9312
-5.494206,29,8.965082
-0.048407,2,8.983002
-19.983148,38,9.022967
0.316832,2,9.040608
0.175448,1,9.057679
-5.007005,8,9.07967
0.66714,1,9.096861
-0.496307,1,9.114017
0.365233,1,9.131182
0.476389,1,9.148349
-2.075483,22,9.178111
0.357515,1,9.195347
0.274194,2,9.212888
-2.516237,10,9.235567
-0.839379,1,9.252817
1.281169,4,9.272126
1.016328,11,9.295191
-0.068878,1,9.312298
-0.476868,1,9.329463
-1.275608,2,9.347361
2.3983,8,9.368958
-0.88951,6,9.38885
-1.443335,12,9.412991
2.28371,20,9.441303
-0.541841,1,9.458587
-7.928783,19,10.063988
0.86484,2,10.081988
0.644686,1,10.099648
0.677814,4,10.119702
0.246829,1,10.138533
-12.92567,34,10.178699
-0.531548,3,10.197399
-0.652929,10,10.220191
9.161855,39,10.261525
-0.137422,12,10.285267
-0.43457,1,10.30242
2.762552,6,10.322754
-0.146556,7,10.343393
0.112411,1,10.360603
-9.793614,34,10.397845
0.814465,19,10.426484
0.458432,1,10.44367
0.179093,2,10.461361
-0.549329,1,10.478463
-8.916717,44,10.521716
6.466532,36,10.561172
-1.139927,5,10.581087
9.750603,41,10.622383
-0.378597,33,10.659056
0.550065,3,10.677584
-0.492825,1,10.69474
