r,l,t
1.163368,1,0.102094
4.191916,26,0.141146
1.219896,45,0.189953
-0.234317,1,0.207606
-0.315731,4,0.226872
-0.226246,4,0.246148
0.650638,3,0.26536
-0.22955,1,0.283801
-3.956382,25,0.318452
5.070732,14,0.345486
-1.080481,4,0.365747
1.256444,1,0.383348
17.252801,40,0.425099
-0.567105,1,0.442669
0.120837,3,0.461137
1.134882,1,0.478558
-0.09811,7,0.499705
-1.324972,8,0.521375
-0.274962,3,0.539683
-1.982426,40,0.580906
-1.477424,2,0.59903
-0.271214,2,0.617737
0.026558,3,0.639084
1.285435,3,0.659644
-1.811501,3,0.681069
-5.643464,8,0.705521
-2.931544,18,0.736462
-1.795935,2,0.754949
-0.38789,1,0.772224
-0.933251,1,0.78961
-0.447097,1,0.806914
-4.007108,21,0.837294
0.207095,2,0.855104
1.107765,5,0.87466
-0.456686,2,0.892597
-0.162352,4,0.911687
-5.719327,12,0.935676
-0.07969,2,0.953618
1.269507,2,0.971549
1.298599,2,0.989343
-0.399799,1,1.006601
4.176042,29,1.041507
0.354772,1,1.058978
0.116207,2,1.076877
-0.851772,2,1.095316
0.674167,1,1.113929
-1.471518,4,1.135228
-0.354509,41,1.180999
-11.317781,35,1.221566
0.32838,4,1.241668
-0.219583,2,1.260203
1.504586,3,1.280055
-2.352711,23,1.312534
0.381713,3,1.331301
-0.486145,3,1.350827
-0.530857,2,1.36952
1.301273,1,1.387614
1.517027,1,1.405232
-0.038401,2,1.424028
-0.811384,6,1.445771
1.790509,2,1.464622
-6.341211,10,1.489597
-0.792033,2,1.508681
0.738593,3,1.528642
0.404535,2,1.54719
1.719218,31,1.639328
-1.171581,2,1.658444
5.437616,22,1.689926
-1.720288,34,1.727306
0.025974,1,1.745287
-0.895869,1,1.763184
-4.145212,4,1.782871
-2.321276,5,1.802649
-2.178323,34,1.840755
7.208756,24,1.873493
-2.870488,7,1.894701
1.074369,1,1.912103
0.033029,3,1.931041
-2.336269,2,1.949082
-0.714974,28,1.983612
8.555224,27,2.01763
0.590278,3,2.036486
1.679353,27,2.069809
-37.711601,43,2.119492
0.030888,3,2.138565
-0.133778,1,2.156783
-0.231672,1,2.174936
0.666805,4,2.195336
0.029809,1,2.213092
-5.636334,29,2.249091
-2.240107,11,2.273014
-1.973818,1,2.291703
1.123386,3,2.310946
1.999342,33,2.350814
0.366172,1,2.368869
-0.323506,2,2.38708
1.003973,3,2.406187
2.608515,6,2.428061
1.832379,8,2.450532
0.080264,1,2.467876
6.673278,35,2.506975
-0.920632,2,2.524942
-0.273599,1,2.542231
-0.91198,1,2.559411
1.284999,3,2.577828
-0.796203,4,2.597518
-2.878752,7,2.619454
-1.137211,16,2.64858
1.514779,1,2.666454
0.187315,1,2.683763
0.618785,2,2.70182
0.23684,3,2.72021
0.438722,17,2.748204
0.207095,2,2.766039
-0.327115,5,2.785743
0.260958,1,2.803027
-2.340997,5,2.82278
-1.950317,7,2.844125
0.659746,5,2.863573
1.249497,3,2.882173
0.426439,3,2.900914
-0.399799,1,2.91918
-6.084159,27,2.956432
-0.555683,1,2.973982
-0.315775,2,2.991716
1.250529,2,3.009982
-0.875717,1,3.027819
1.110945,2,3.046197
8.350026,40,3.088449
7.295104,33,3.125783
-0.541605,2,3.143651
0.021492,1,3.161196
-2.023438,2,3.179591
10.17604,23,3.211485
0.395275,1,3.229319
-1.319754,2,3.247595
-0.530857,2,3.265885
-1.565218,3,3.28452
-0.637129,2,3.30257
-0.027013,3,3.321186
-1.724842,1,3.338404
1.828381,3,3.356874
4.411145,11,3.380336
-1.773831,5,3.400836
-0.367876,4,3.42021
-0.603527,2,3.438948
-13.743938,32,3.476005
0.743477,3,3.494575
-0.875618,27,3.528453
5.227275,34,3.565735
0.025974,1,3.583072
0.03302,2,3.601153
-1.963524,6,3.621779
1.728933,2,3.639918
-15.570902,36,3.680331
-8.46507,33,3.724952
2.376309,5,3.746409
-1.227617,4,3.766395
-0.234638,2,3.785793
1.905277,3,3.806486
6.190876,30,3.844509
