r,l,t
-4.305311,6,0.128109
-2.883208,3,0.145025
3.505024,4,0.168695
1.107101,1,0.18843
4.497467,11,0.216688
-5.38407,11,0.237867
0.446052,6,0.257343
-1.820499,9,0.28201
-1.518404,4,0.305269
0.872438,4,0.32173
0.442111,2,0.332448
-1.091842,2,0.347238
-0.815462,1,0.353068
-0.436584,1,0.362887
-0.865788,3,0.373868
-2.884965,7,0.392233
0.226075,6,0.417539
-5.944039,9,0.443329
-0.1,2,0.458765
2.098407,3,0.479505
2.088235,3,0.50165
3.667155,11,0.519517
-0.912575,8,0.545547
0.069039,3,0.566158
0.157125,10,0.588612
-3.796709,7,0.609803
-3.317746,6,0.631669
-4.434947,5,0.6512
-0.1,1,0.672206
1.59001,2,0.689735
-3.481918,6,0.709655
4.52484,8,0.726964
8.826743,11,0.752002
2.400543,8,0.77441
-2.187195,6,0.793724
-0.792254,1,0.814757
-0.944033,2,0.836654
0.484413,3,0.856931
5.728478,5,0.874576
-3.369878,3,0.89332
-3.502467,10,0.915539
-0.248036,6,0.933135
1.990772,12,0.959802
-3.875444,7,0.973353
-0.464269,5,0.994192
1.689451,4,1.016313
-4.818408,8,1.039508
-2.220678,3,1.059385
-0.027326,9,1.079489
0.083425,1,1.102836
3.718846,9,1.126239
0.70222,4,1.146432
1.898381,7,1.171391
-2.316937,9,1.195299
-1.7349,4,1.212489
-2.31539,6,1.235183
-3.311103,3,1.252388
-1.118853,4,1.265371
1.22717,2,1.287121
2.160952,5,1.309205
3.596436,6,1.328391
-7.097942,8,1.354439
0.682612,10,1.377301
-2.342484,6,1.401761
1.559415,3,1.417688
-2.3121,10,1.446425
2.747374,7,1.460441
-0.133865,6,1.484978
1.027511,4,1.511708
6.28521,13,1.533406
1.440548,12,1.557353
-6.436692,6,1.576861
0.503075,9,1.606494
-1.175572,3,1.624057
3.535133,13,1.646303
0.442111,2,1.662048
0.077795,2,1.667387
-0.07349,3,1.683465
-0.436584,1,1.68835
0.807358,3,1.697311
1.946881,5,1.71907
0.013477,4,1.737812
-4.920631,7,1.766866
-3.637915,2,1.78048
2.029018,9,1.802373
1.09221,2,1.823249
-1.008721,4,1.838699
0.601114,3,1.861129
-1.124919,1,1.880561
0.798373,8,1.899434
8.309387,10,1.924683
1.810072,3,1.944204
-1.32303,5,1.962985
-0.1,1,1.986739
-0.419899,5,2.004191
3.316023,5,2.023483
-7.764357,11,2.042834
-2.505055,8,2.068563
-4.660138,5,2.089565
11.859845,9,2.112172
-0.229073,4,2.138766
-2.441417,3,2.166767
-2.412966,5,2.181683
-9.464409,11,2.203334
-3.103481,4,2.222817
0.448429,7,2.2454
-1.794024,10,2.263285
6.699977,11,2.291721
-1.456258,4,2.308936
1.236064,6,2.322974
-0.700653,4,2.346698
-2.814176,6,2.369041
2.968811,5,2.385591
2.857334,5,2.403182
-0.346792,2,2.425113
0.847627,7,2.449823
-2.409799,3,2.469303
-1.04402,9,2.495791
-1.831344,11,2.518566
-0.640207,14,2.543705
2.661296,19,2.576797
-4.838165,6,2.60111
-2.4205,5,2.61178
2.245591,2,2.636979
-1.181197,8,2.653688
0.536964,5,2.674607
7.160722,16,2.707174
2.441992,8,2.727231
-1.821668,8,2.751661
-0.896612,7,2.769713
5.107571,8,2.791669
-1.562964,1,2.80529
1.09407,5,2.82894
-1.623169,7,2.853937
-1.187379,7,2.877201
-1.748786,10,2.899896
-3.068203,9,2.920959
0.412967,1,2.940665
-1.965202,6,2.962487
1.088336,5,2.982098
-0.844124,2,2.997842
-1.4377,4,3.004517
1.062766,3,3.015514
0.168544,2,3.026027
0.667321,3,3.034863
1.836298,4,3.053478
-0.431856,9,3.08494
-2.744161,8,3.108102
-0.579712,3,3.122029
-1.225707,9,3.143728
1.331405,2,3.162328
3.746277,5,3.180535
3.606139,8,3.20596
0.922871,1,3.225295
-2.190424,10,3.245419
5.472269,10,3.268671
2.294462,7,3.297991
-1.410275,4,3.312221
0.931268,5,3.335886
-2.345957,3,3.352076
-6.480291,9,3.373881
-4.232096,8,3.391688
5.091406,14,3.420996
1.459838,9,3.44164
6.862474,12,3.464436
-0.792254,1,3.487659
0.717357,4,3.508876
2.267635,2,3.533037
-2.204839,7,3.55001
-1.226746,3,3.567034
-0.500862,6,3.591178
-3.433455,8,3.608241
-3.967709,11,3.631822
3.836593,3,3.649978
-0.612306,3,3.661807
-4.912055,3,3.684751
9.289714,11,3.707802
2.162236,2,3.728812
-0.841642,4,3.743537
0.083425,1,3.762203
2.222501,7,3.788839
-1.229453,6,3.807861
5.163682,8,3.837892
4.01627,10,3.853654
-2.287326,12,3.87932
-8.071572,20,3.911223
-3.438863,7,3.930973
1.047694,6,3.946613
-2.839335,4,3.972869
1.804082,5,3.994201
-0.547327,5,4.013402
1.727646,14,4.044112
-5.841073,8,4.067743
-0.507282,8,4.093534
1.772952,3,4.111169
-0.124901,11,4.135198
-1.683872,3,4.153
3.141267,8,4.18131
0.650011,5,4.201685
-4.458083,8,4.228566
0.342137,4,4.245674
-2.354613,8,4.266386
-0.613994,1,4.288118
-1.288366,2,4.31019
-1.954431,10,4.328408
0.990379,3,4.339615
-0.1,1,4.351684
0.614032,1,4.36175
0.168544,2,4.377266
-0.623402,2,4.380716
3.31695,4,4.401314
-8.894276,12,4.425678
0.658191,8,4.450972
2.099859,3,4.466988
-3.894017,9,4.491902
1.795641,8,4.573558
0.749866,9,4.594783
1.194817,5,4.616485
-1.124919,1,4.637778
0.903016,4,4.654058
-2.67056,9,4.678455
-0.268754,4,4.698891
2.84751,8,4.71824
-0.1,1,4.746811
0.53204,3,4.757909
1.474386,7,4.780807
-3.613599,13,4.798926
-5.321565,20,4.836154
-2.35485,8,4.850882
-5.125333,9,4.871987
-1.918458,3,4.896445
1.564632,4,4.917635
-2.347749,2,4.939704
-2.91269,13,4.960355
-1.662714,5,4.981107
-0.59084,10,5.003422
-0.139134,6,5.021605
-4.872033,18,5.059006
-1.012518,6,5.066947
0.141148,5,5.08538
0.340705,4,5.109296
2.641431,11,5.130333
-2.425652,4,5.150414
-0.952503,4,5.167233
-0.283059,1,5.188433
-2.021255,3,5.215364
-2.484844,2,5.232409
2.24457,10,5.25742
3.51639,8,5.282891
-0.684211,3,5.296014
5.510927,10,5.321321
2.046623,7,5.348451
0.90528,3,5.35589
