r,l,t
3.783729,6,0.074299
1.039021,2,0.093467
-0.596357,7,0.115115
0.620754,1,0.132889
-10.825044,20,0.163242
-3.301159,3,0.182258
8.502633,44,0.233876
0.691143,1,0.253317
0.526786,1,0.27293
-10.416753,29,0.313264
-1.186252,2,0.331969
-3.025735,6,0.35299
-8.342477,31,0.390591
-3.888522,13,0.416848
-0.674874,2,0.434894
-3.285472,21,0.466321
-2.46665,12,0.491527
-1.177254,19,0.521679
-1.537461,2,0.540182
-8.140659,12,0.566212
6.623395,31,0.608249
-0.140044,3,0.627994
-0.557079,1,0.645957
-0.462884,5,0.666117
-12.988344,34,0.704982
-9.788162,41,0.748023
1.019352,4,0.815376
-2.533167,2,0.834461
-0.011512,9,0.85734
-0.925024,1,0.875086
-1.362491,19,0.904193
0.642672,1,0.921896
0.149486,2,0.940395
1.211944,3,0.959252
-0.901877,2,0.977487
-1.176418,12,1.002342
1.494123,7,1.024131
0.366736,2,1.042116
-1.562005,6,1.062621
1.026802,21,1.092934
-11.190546,38,1.134338
-0.62609,4,1.154188
-0.160469,3,1.172799
-1.051647,2,1.191347
5.71083,44,1.235297
0.267781,1,1.253035
0.912067,2,1.271293
1.22326,13,1.297116
-1.482604,3,1.315845
-1.601388,11,1.339843
0.030725,2,1.358238
1.240753,1,1.375762
-15.231055,30,1.412075
0.499901,1,1.429795
-8.712002,15,1.457129
-0.701431,1,1.474759
-1.492602,1,1.492297
0.249858,12,1.517752
1.929348,24,1.550868
-1.638184,1,1.568695
-0.041909,3,1.587467
-0.149844,2,1.605916
13.689113,39,1.647983
-9.809123,16,1.675688
-4.10972,6,1.696212
0.637432,1,1.713827
0.311722,1,1.73144
-1.644479,1,1.748863
-7.555812,36,1.789609
1.163,28,1.823931
0.323384,2,1.842112
-0.796638,2,1.860325
-0.85612,7,1.881399
47.976702,41,1.924699
-0.178824,2,1.94304
-2.637173,6,1.963862
-6.4721,17,1.991039
1.205376,2,2.00918
0.222796,7,2.030693
-1.105594,4,2.051896
12.226332,29,2.091039
-0.195437,8,2.114115
