r,l,t
-1.017357,3,0.079606
0.115459,1,0.098083
0.042364,3,0.117087
-26.490516,41,0.160833
-0.570303,1,0.178268
-21.869831,41,0.222503
-0.191403,3,0.240905
1.293882,2,0.25871
3.603246,26,0.292542
-2.34881,6,0.31282
-1.058316,1,0.330074
-7.788794,40,0.372132
-0.166487,2,0.389982
0.234826,1,0.407299
-0.775468,5,0.427218
-1.008582,4,0.446288
0.697671,3,0.464685
6.828503,36,0.503777
-1.59028,2,0.521916
-5.104889,15,0.548566
11.626702,25,0.58065
1.035388,4,0.599926
0.860072,3,0.618281
3.597015,12,0.642536
0.047578,3,0.660877
2.01344,26,0.694392
-0.321551,2,0.712378
-1.050195,3,0.730895
-3.79937,15,0.756606
1.853881,3,0.775295
1.71494,7,0.796296
2.372839,39,0.837457
4.351136,35,0.876381
-10.818421,25,0.909341
-3.186932,31,0.945473
3.805618,18,0.973991
-17.655346,39,1.015278
-5.997568,36,1.105886
1.753084,5,1.125702
-7.234243,32,1.163569
3.129943,23,1.195089
0.578623,1,1.212428
2.533225,25,1.24483
6.842052,22,1.275482
-1.580712,3,1.294006
0.366147,1,1.311199
-2.282754,2,1.329445
0.381601,1,1.346641
-6.148377,25,1.380444
3.749019,11,1.404017
-0.408724,4,1.422955
-0.720945,5,1.442346
-0.585869,1,1.459527
-9.201915,44,1.50325
-0.845222,2,1.520996
-17.179789,34,1.565143
-1.286229,1,1.58291
-1.405929,35,1.623099
-17.364873,31,1.660079
1.875419,3,1.678798
-3.021989,22,1.709823
0.61906,2,1.727817
0.801102,4,1.746761
-5.415965,26,1.780356
-0.443339,33,1.818781
-1.097138,2,1.836592
0.798737,1,1.853818
0.689278,1,1.871014
-4.64392,22,1.902201
-4.714405,32,1.939689
-0.408872,2,1.957749
-1.734028,44,2.002132
11.173941,27,2.035871
0.983372,5,2.055473
15.383818,22,2.088478
0.646029,3,2.108159
1.066041,4,2.127847
-0.574544,3,2.146538
-11.573269,33,2.184457
0.744119,1,2.201774
-3.561209,13,2.226553
-1.426427,2,2.24468
0.115459,1,2.262074
-0.236065,6,2.282054
9.72687,41,2.3251
-0.570303,1,2.342405
1.082141,41,2.385186
-0.129647,1,2.402439
0.183477,2,2.421111
2.224116,29,2.456711
-0.11446,3,2.475283
0.860235,1,2.492574
-4.452816,33,2.531363
-0.068039,1,2.548826
-0.435497,1,2.566153
3.00645,9,2.588624
-1.367264,1,2.605923
-0.907246,2,2.623812
-20.85905,34,2.662138
-1.64585,4,2.681311
-2.818747,10,2.704425
-2.838107,25,2.7366
-1.482756,1,2.753925
-0.272136,4,2.773325
3.025623,9,2.795689
-0.249363,2,2.813517
-6.339729,25,2.84665
-0.321551,2,2.864363
-0.02828,3,2.883012
1.98143,3,2.901719
-4.581951,7,2.922882
1.048202,4,2.942119
-3.875759,36,2.981579
-1.106107,34,3.019997
-2.28519,24,3.052676
-7.511411,29,3.088445
9.498005,19,3.117637
-14.186133,38,3.158055
25.130909,36,3.197252
-0.247073,4,3.216433
-12.703469,35,3.254911
-0.427336,17,3.283063
-0.758754,3,3.301327
-7.62678,22,3.331903
-2.242636,28,3.366109
1.298587,2,3.383876
0.366147,1,3.401151
-1.475443,4,3.420605
0.375005,2,3.438296
-1.156183,22,3.469182
-0.840221,6,3.490593
-0.422054,1,3.50935
0.441052,3,3.528734
-0.585869,1,3.546515
-9.132878,37,3.589656
0.542828,2,3.607842
2.724749,38,3.649184
-1.368807,2,3.667243
26.686133,29,3.703593
12.967661,36,3.744305
-2.47721,3,3.763035
6.048453,15,3.789791
-1.020699,2,3.807839
-1.138487,1,3.824982
0.930297,23,3.856913
25.455228,36,4.934938
0.912935,1,4.95271
0.798737,1,4.970007
0.062397,5,4.989642
-3.532542,26,5.023146
-18.507875,33,5.061121
-0.47038,5,5.080871
-12.118355,36,5.120815
-3.788526,26,5.155677
1.000381,4,5.174828
2.358748,25,5.207836
-0.973032,1,5.225102
-0.97076,3,5.243796
0.517417,4,5.262865
-3.264712,30,5.299488
-0.432552,7,5.320082
0.333332,14,5.345773
1.009321,3,5.36442
-0.309937,3,5.382747
0.044375,2,5.400597
9.200885,41,5.443774
-0.570303,1,5.461117
-24.326975,39,5.503672
-0.070294,1,5.520941
0.480222,4,5.539926
2.677028,29,5.575313
1.841461,6,5.595502
0.860235,1,5.61283
12.624114,38,5.653957
-0.131897,1,5.671247
0.225583,3,5.689498
-4.186149,9,5.711855
1.169801,1,5.729084
0.720056,1,5.746233
15.40666,28,5.781607
1.366255,3,5.799907
0.896552,9,5.822458
4.361908,25,5.854918
1.247913,3,5.873264
-1.071574,2,5.89097
1.614242,12,5.915604
-0.251444,1,5.932793
5.759401,32,5.969431
-0.318455,3,5.98772
0.773605,1,6.004938
-0.410605,3,6.023345
-1.788178,8,6.045311
0.141362,3,6.063557
-13.485001,27,6.100072
-0.931942,29,6.138296
13.723834,26,6.172884
14.875645,31,6.210432
0.038691,26,6.24352
3.211518,39,6.28546
-3.36227,38,6.32663
1.67793,4,6.345912
1.982987,35,6.457199
-1.925441,17,6.485592
-0.777267,1,6.502859
13.367088,20,6.532486
6.557627,25,6.567419
1.317826,1,6.585627
-0.558843,2,6.604124
1.888517,2,6.62222
-0.580639,1,6.63956
0.087549,25,6.672478
3.764566,12,6.696619
-0.417608,2,6.71438
-0.756851,1,6.731602
-0.585869,1,6.749474
20.09174,39,6.791555
0.654189,1,6.80885
3.88943,33,6.846953
-1.337477,4,6.866034
14.907801,35,6.905672
-21.873531,36,6.94568
-1.307584,8,6.967083
1.238252,14,6.992825
0.731866,1,7.010129
0.826896,2,7.028073
-4.647072,25,7.061305
-12.045687,33,7.099259
0.912935,1,7.1165
0.798737,1,7.133641
0.689278,1,7.150822
-5.616733,26,7.183686
-2.07471,31,7.219996
-1.336513,1,7.237228
-3.508248,40,7.279347
9.013548,39,7.319857
-0.99165,3,7.338377
3.596964,19,7.367841
-0.387109,4,7.386913
1.330957,1,7.404126
1.119822,2,7.422096
5.929711,32,7.45917
0.744119,1,7.476441
3.715619,9,7.499128
-1.048908,5,7.518999
-0.31589,1,7.536384
0.040355,4,7.555221
19.720271,44,7.599953
0.371244,1,7.617242
15.381417,42,7.660948
-0.070294,1,7.678272
0.443961,2,7.696156
0.272766,30,7.731882
-2.314408,4,7.750954
0.860235,1,7.768107
-14.798471,37,7.808394
-0.131897,1,7.825715
0.234826,1,7.84291
0.085469,7,7.864345
1.152545,2,7.882131
0.038704,6,7.902218
1.273083,31,7.939063
-1.685646,2,7.957038
-7.195913,12,7.981465
5.043681,23,8.012932
-1.567891,2,8.030816
-0.258995,3,8.049308
0.010042,13,8.073935
-0.251444,1,8.09113
5.332828,24,8.125267
0.124201,1,8.143063
-0.971859,1,8.160382
-0.525459,4,8.179719
-3.775525,11,8.203446
-1.944159,7,8.224362
9.113734,30,8.261136
10.601583,40,8.303039
5.315377,27,8.336794
3.44664,27,8.371324
-1.979889,19,8.400171
-6.439506,39,8.441662
-1.841408,35,8.481047
-2.251647,2,8.499037
15.640018,33,8.536644
-6.045654,18,8.565286
-0.768009,2,8.58368
3.357574,19,8.615327
11.870112,29,8.65435
-1.476594,3,8.672754
0.359762,2,8.69053
-0.245206,5,8.711035
-0.574056,2,8.728828
-7.400649,23,9.792773
0.59938,5,9.813963
0.221411,1,9.831332
0.558166,1,9.848656
0.386841,1,9.865902
-16.274972,43,9.910632
-0.463199,2,9.928623
15.238884,36,9.96882
1.067377,2,9.986627
28.512933,39,10.028693
-12.318037,34,10.068509
-2.446862,4,10.087729
2.71117,15,10.115323
-0.921967,2,10.133828
0.826896,2,10.15216
7.417854,24,10.184627
3.085836,41,10.227141
-1.110911,1,10.244401
-0.083724,2,10.262446
-0.967912,3,10.280854
-11.28451,19,10.310415
6.364728,32,10.34859
-1.371629,5,10.368109
21.033785,43,10.412117
6.232074,29,10.447006
0.0044,2,10.465016
1.892137,30,10.500787
0.771287,1,10.518024
1.187275,3,10.536524
-1.426262,2,10.55425
1.664655,32,10.591116
0.744119,1,10.608379
5.465233,16,10.634901
1.025798,2,10.652947
0.112487,2,10.670784
0.046387,1,10.688386
25.231828,43,10.732793
-0.563861,2,10.750605
-4.323381,42,10.793768
-0.191403,3,10.812113
1.190791,2,10.830027
7.44653,30,10.866092
1.797953,4,10.885328
0.749572,2,10.903332
3.543118,38,10.94456
-0.068039,1,10.961848
-0.435497,1,10.978956
-1.54952,4,10.998359
-1.418672,4,11.017408
0.720056,1,11.034655
6.388454,36,11.07374
1.408369,1,11.090991
-2.49384,4,11.110326
-1.564605,23,11.142098
-0.490797,5,11.161609
-1.084997,1,11.178797
-1.173374,10,11.201778
-0.251444,1,11.218942
-8.93271,29,11.2543
0.124201,1,11.27151
-0.959964,2,11.28918
-0.847309,10,11.312187
0.29036,11,11.335533
-0.349041,2,11.353518
19.324667,32,11.391024
13.073097,30,11.427461
-3.191954,20,11.457592
-0.676058,33,11.495113
-4.246646,22,11.525764
9.702884,44,11.571281
8.900941,33,11.609334
-2.124606,3,11.627655
-3.638154,33,11.665598
-10.368744,18,11.693694
0.578623,1,11.710946
8.668052,19,11.740253
11.208608,24,11.77234
-1.561874,4,11.791374
0.366147,1,11.808641
-0.230219,5,11.828161
-0.574056,2,11.845872
8.213401,31,11.881688
1.900507,4,11.9009
0.221411,1,11.918057
0.203658,6,11.937993
-0.572563,3,11.956307
-11.874559,40,11.99873
-0.855699,1,12.015881
-3.166087,32,12.053992
0.947998,3,12.072495
27.325668,40,12.116427
-0.220087,38,12.158931
-0.144018,6,12.179194
-0.006208,12,12.203842
0.720324,2,12.221782
