r,l,t
16.872969,44,0.062467
1.973562,6,0.079986
17.443473,43,0.121045
-10.228946,32,0.155227
-1.209485,1,0.169572
0.09412,2,0.184458
-0.7746,4,0.200521
9.522388,30,0.234762
-11.716338,35,0.270967
-9.502458,25,0.30038
-0.30519,1,0.314805
0.583774,1,0.329096
-1.398283,5,0.345829
0.753517,5,0.362549
-0.275253,4,0.379069
0.088154,2,0.395099
-4.073041,6,0.411522
72.161468,36,0.448368
-0.06851,1,0.463699
42.846481,35,0.499606
-13.160072,36,0.534626
1.007268,1,0.549852
-0.294509,2,0.564642
-0.517538,2,0.579603
-15.826946,39,0.615941
16.656228,33,0.650569
-4.177668,25,0.680083
-0.30519,1,0.695383
0.475503,2,0.710705
-0.282465,5,0.727213
-2.264348,6,0.74365
0.621283,5,0.761385
-0.80143,3,0.776635
-1.19936,6,0.793729
17.167793,42,0.831549
-0.124995,2,0.846591
-18.223502,44,0.887128
-1.457618,28,0.919377
0.874263,3,0.93487
-0.297228,1,0.949215
-0.885318,3,0.964631
-5.758162,40,1.001375
-2.204911,39,1.038572
-4.924774,21,1.065696
0.10478,1,1.081079
0.127761,2,1.095039
-0.088919,3,1.11147
-0.322558,4,1.127733
-0.068547,1,1.141003
0.602835,3,1.157251
1.770038,4,1.172438
6.4197,40,1.211105
-0.183693,2,1.227059
-10.145113,43,1.266359
-9.976741,31,1.298745
0.891641,2,1.314736
-0.294509,2,1.328637
-0.784207,3,1.344891
-3.150188,40,1.381998
-2.541232,34,1.417296
-5.24122,28,1.448824
-0.302361,2,1.463655
-0.782408,1,1.478866
-1.430342,3,1.493521
-1.029526,11,1.514332
-0.328718,3,1.52896
0.622578,1,1.544129
-0.203082,2,1.558082
-28.726483,41,1.597019
-0.222777,3,1.612651
0.358122,45,1.653062
-4.697486,29,1.684263
-1.209485,1,1.700076
0.096834,1,1.71355
0.604839,1,1.728824
-4.243404,35,1.818898
9.695512,34,1.85431
8.163039,25,1.883951
-0.302361,2,1.899789
0.583774,1,1.914034
-0.10433,4,1.929129
-2.505936,5,1.946766
-0.068547,1,1.961079
0.513971,2,1.975069
-3.210371,6,1.992628
51.617989,40,2.035725
-2.266968,2,2.051722
-30.697542,39,2.089822
1.413007,30,2.122537
-0.154435,3,2.138162
-0.297228,1,2.152547
-0.793817,2,2.168297
6.932044,36,2.203422
-4.281699,39,2.241414
-4.033571,22,2.269543
-0.302361,2,2.28431
0.583774,1,2.299563
0.912213,4,2.315744
-3.555384,7,2.332582
-0.271339,3,2.348154
0.622578,1,2.362652
-0.223264,1,2.377149
12.581595,43,2.41715
-0.216063,5,2.433847
7.152679,43,2.473771
-7.010602,30,2.506372
0.877051,3,2.522847
-0.297228,1,2.537064
-0.885318,3,2.552547
6.646154,35,2.588012
-15.361781,41,2.624994
24.922169,24,2.653807
0.10478,1,2.669224
-0.782408,1,2.682538
-1.11742,5,2.69899
-2.260288,5,2.715707
-0.131516,1,2.730954
0.088154,2,2.745884
0.328895,10,2.765176
8.608486,39,2.802735
-0.274855,2,2.817716
-44.364838,41,2.856803
4.185689,34,2.891829
-1.118914,2,2.906959
0.096834,1,2.922259
-0.80343,1,2.936452
-6.145577,34,2.970766
12.623461,39,3.008735
8.931958,31,3.040916
-0.30519,1,3.056274
-0.782408,1,3.070444
0.685814,3,3.08502
0.012002,1,3.100287
-0.067045,3,3.115725
-0.811281,2,3.130552
0.608363,4,3.145939
