r,l,t
0.432852,4,1.072392
-0.389173,1,1.212052
0.0,1,1.337995
-0.293497,3,1.479467
-1.025491,3,1.621434
0.767134,3,1.763448
0.0,1,1.889222
-0.582885,1,2.027489
-0.438164,12,2.169143
-2.280494,3,2.310962
1.429232,5,2.455002
0.825422,4,2.598717
-2.966448,7,2.742533
-1.00517,4,2.884617
-1.326714,2,3.026118
0.869773,1,3.165238
0.504524,9,3.312776
0.244397,4,3.455846
-2.356381,5,3.597592
1.045998,2,3.738325
0.329088,5,3.882923
0.57637,1,4.024783
-0.077447,3,4.168681
-0.311344,4,4.310204
-0.149084,5,4.451952
-1.312461,1,4.591582
1.159723,1,4.730415
0.243496,2,4.870401
0.565046,4,5.010844
-2.862858,6,5.154922
-2.256171,3,5.295546
1.391556,8,5.438272
-0.692239,3,5.579058
-0.343191,1,5.716909
2.3209,3,5.847142
0.188342,1,5.987134
-1.833331,4,6.128454
-1.568342,4,6.268899
0.214999,1,6.407577
-0.737616,4,6.549474
-0.467302,1,6.689707
-1.175805,4,6.830428
0.570082,3,6.971427
0.275204,1,7.111986
-7.287205,15,7.257044
-1.178992,1,7.397418
-1.644352,9,7.541953
0.520151,5,7.685801
0.21509,10,7.831311
-1.095584,1,7.972296
-2.982086,6,8.11725
-0.562301,3,8.257946
1.949353,2,8.401106
-0.533721,6,8.544847
-0.918187,13,8.68716
-1.583016,7,8.830058
2.95258,8,8.973267
-1.397327,3,9.114982
-0.619399,6,9.257105
1.012129,7,9.401088
-0.324771,1,9.539557
-1.209451,3,9.68112
-2.111316,3,9.821758
4.812675,5,9.962456
-0.278042,3,10.106068
2.717142,3,10.247507
0.84084,2,10.388224
1.436291,8,10.524323
0.544236,2,10.664358
-1.387889,3,10.806874
0.422549,1,10.946729
-0.764484,6,11.090657
1.626708,3,11.232229
0.13721,1,11.372852
1.926696,2,11.512135
0.463443,5,11.651792
0.667712,5,11.793779
1.64839,4,11.936493
-0.343521,6,12.08059
-0.045481,2,12.22023
-0.152118,3,12.360932
-0.74202,3,12.502762
0.568951,4,12.644344
9.042698,11,12.782073
4.155222,13,12.921443
1.610925,5,13.06417
-1.003305,2,13.204355
-3.701605,9,13.351221
-2.17572,8,13.495085
0.330194,2,13.63575
-1.030968,5,13.778713
-0.996827,6,13.921849
0.128962,3,14.063369
-1.407349,6,14.206389
-0.254777,1,14.34592
-0.286545,1,14.484103
-0.538133,1,14.622528
-0.230893,6,14.766874
-0.350303,4,14.907122
-0.309582,1,15.046418
0.130573,2,15.185186
0.21612,2,15.324428
-2.661535,3,15.46446
-1.611073,1,15.603743
-0.676698,2,15.743804
0.616633,2,15.883642
-0.948616,2,16.023656
-1.383572,4,16.165802
2.149064,3,16.306932
-0.187341,2,16.447315
1.177532,5,16.589913
-0.235029,2,16.729641
0.214412,1,16.868721
0.472378,2,17.011313
0.23617,1,17.15164
1.122008,4,17.294868
-1.342226,1,17.433508
2.071799,6,17.576585
0.844084,2,17.717472
1.027279,1,17.857829
