r,l,t
-0.449597,7,0.080873
-8.77348,10,0.111301
-0.93243,11,0.136466
2.10099,7,0.162333
0.107071,9,0.181892
-3.838045,9,0.201763
0.99311,2,0.223573
0.213535,9,0.249499
-0.1,2,0.26467
0.653407,9,0.288944
0.586099,10,0.308963
7.818069,9,0.330362
2.369252,4,0.351937
-1.528419,6,0.376297
-0.694428,7,0.394436
-3.081927,8,0.424007
-5.741424,13,0.437541
1.816011,4,0.460484
-0.609846,2,0.480193
-2.406823,8,0.501895
-1.392762,3,0.513048
-0.377553,2,0.523481
-0.089482,4,0.53527
0.034092,4,0.546925
0.982806,2,0.557702
-3.245757,6,0.580753
5.359449,15,0.605722
2.647404,3,0.625256
-3.844974,4,0.641882
-0.175984,3,0.663843
1.881771,9,0.689894
0.621188,6,0.711336
5.538082,10,0.738436
-4.261227,9,0.757814
0.474134,5,0.779132
5.701615,8,0.79995
3.607074,11,0.820854
-7.269636,11,0.846631
1.053748,4,0.858059
-0.781907,1,0.876282
1.945747,7,0.896656
-4.243435,8,0.91389
-3.322154,5,0.935216
-2.730276,7,0.956546
-5.676655,6,0.976229
-2.620656,13,0.998823
0.661129,4,1.017464
3.522251,3,1.041041
1.455272,4,1.062872
-1.56859,9,1.089345
-5.112584,13,1.114195
0.971714,4,1.13425
2.256011,7,1.154537
-0.1,1,1.175903
2.986515,4,1.194847
5.813967,9,1.219349
-1.942426,10,1.240626
2.317493,3,1.253152
0.482504,11,1.280513
0.148358,5,1.30248
-2.763641,5,1.33315
0.343608,6,1.350121
2.480434,6,1.372124
-5.964197,8,1.393851
-0.060433,7,1.412911
4.266573,8,1.435542
2.778844,10,1.462906
-0.477833,5,1.483284
-6.235299,12,1.511279
1.17725,8,1.527612
1.109766,5,1.54469
-6.346742,12,1.575197
2.283987,15,1.603618
-0.00971,7,1.624548
1.457151,6,1.64596
-3.717532,9,1.666133
-6.749428,4,1.686836
0.856128,8,1.711301
-1.288366,2,1.733262
-1.194872,5,1.755392
0.513368,5,1.77113
-0.06048,5,1.787167
0.888886,5,1.808464
0.477867,3,1.829047
-2.713415,7,1.849203
0.896806,3,1.862649
1.301813,4,1.874374
-1.524809,3,1.885562
-0.369082,2,1.895969
1.158194,2,1.911512
4.537009,4,1.928243
-5.431837,9,1.950154
-0.696293,3,1.969886
-0.389182,2,1.985232
0.083425,1,2.006268
2.848781,5,2.029985
-2.974198,5,2.052843
-3.539397,8,2.07761
0.742963,8,2.098068
2.635896,6,2.120742
-3.971238,5,2.139938
-0.453415,10,2.160205
-7.003142,13,2.187751
-1.668932,9,2.204357
-1.224032,2,2.223415
1.780095,5,2.242404
4.121491,10,2.261048
-1.746466,8,2.283627
-4.719554,3,2.308418
-10.595161,8,2.321848
3.064129,2,2.33989
3.296349,4,2.358859
-2.318233,6,2.381223
-1.615088,6,2.403628
0.747057,11,2.429312
3.263025,9,2.453791
0.971714,3,2.473682
-3.156818,7,2.494603
-0.1,1,2.515819
1.957673,6,2.533743
1.944816,14,2.561874
-7.072027,6,2.581629
-2.557407,3,2.596237
1.924521,7,2.619718
0.307984,6,2.642655
0.590871,1,2.665997
1.574531,1,2.687371
-1.775779,6,2.709543
3.065396,10,2.729525
-1.268753,3,2.746675
5.843848,11,2.771292
-14.238855,9,2.800349
4.959655,9,2.819237
-0.36454,11,2.848882
-3.057175,3,2.862485
-4.284362,7,2.880572
2.397732,7,2.912551
-2.181468,7,2.930231
-1.036676,4,2.949128
-2.10004,5,2.9758
4.294559,9,2.991028
-1.251429,7,3.011042
1.500694,6,3.03885
1.170605,6,3.057888
1.078997,8,3.079359
-1.736681,3,3.098933
-4.790319,5,3.118077
-3.012082,3,3.135583
0.480478,2,3.155682
-3.023944,8,3.174692
0.805741,2,3.188108
-0.016194,3,3.199284
0.614032,1,3.209291
-0.436584,1,3.219169
-1.55548,2,3.227643
-2.337182,6,3.252906
-7.248365,13,3.277674
-0.388617,10,3.301421
-0.013933,6,3.319485
-0.039534,2,3.34105
1.449125,3,3.363109
-2.023067,11,3.385137
-6.098727,6,3.409822
-0.161322,9,3.436056
-1.03947,2,3.450672
-1.613814,13,3.479545
-5.230888,7,3.49787
-2.310265,17,3.521793
-2.41348,3,3.534848
1.580763,3,3.553755
-4.84493,6,3.572072
-6.657673,12,3.591555
4.951087,10,3.615864
3.72789,9,3.638992
-6.51257,15,3.664109
-3.301481,7,3.685376
-3.024859,3,3.701519
-0.563975,3,3.723933
-1.304689,1,3.743799
3.838259,8,3.767647
8.451554,6,3.795249
-3.575199,2,3.809452
0.179645,7,3.830616
-1.426902,2,3.849903
1.59001,2,3.874173
-1.370312,11,3.897339
5.318794,11,3.914828
0.528565,7,3.937078
-0.573327,5,3.9575
3.066475,4,3.974662
-1.071849,2,3.996118
-1.771185,1,4.024244
2.432343,3,4.03716
-6.557421,10,4.058461
1.00095,6,4.08111
4.0897,8,4.104177
-2.541303,9,4.131573
3.876965,11,4.156205
1.707239,4,4.179425
-1.991873,6,4.197093
-1.134561,7,4.217824
-5.369257,12,4.248132
3.72995,12,4.274021
-0.1,2,4.289119
-0.795375,10,4.369994
2.393856,12,4.399913
-2.09693,6,4.413954
-1.846004,12,4.44545
-1.331048,1,4.461405
1.541471,6,4.479284
0.012094,7,4.502926
1.831027,10,4.519763
0.301581,3,4.54166
-0.297543,4,4.563722
0.337533,5,4.580968
-0.281997,5,4.595136
-0.911035,2,4.605661
1.122162,3,4.616836
-0.23436,3,4.625559
-1.169976,2,4.638315
1.737051,4,4.664909
12.417135,12,4.688546
0.16144,6,4.709982
1.002508,4,4.72169
-0.039534,2,4.743241
2.863812,6,4.773088
1.253961,7,4.794922
-4.799833,8,4.81615
-4.557954,10,4.835894
-4.114807,12,4.859718
-7.340784,10,4.88355
2.61987,8,4.902277
-8.982055,10,4.927808
3.126888,6,4.940526
-1.224032,2,4.957345
-4.45348,9,4.97891
5.777433,11,4.999891
2.185143,14,5.026725
-2.625674,9,5.049608
-7.653419,6,5.066709
-0.988201,6,5.087558
-1.192563,3,5.108662
1.898984,8,5.129165
0.735741,2,5.154434
4.962808,8,5.172696
-5.981389,9,5.19556
-2.754344,8,5.218168
2.303634,5,5.237512
-0.1,1,5.260593
-2.518834,4,5.279235
-2.737256,11,5.307204
-4.077239,5,5.323853
2.234708,3,5.336183
-2.996134,3,5.358507
1.053266,6,5.381079
-0.024004,7,5.40525
1.574531,1,5.431071
0.145914,6,5.447721
-0.86194,8,5.47253
-1.63921,6,5.486073
-1.741957,9,5.508981
-1.575849,9,5.53348
-0.11787,4,5.555464
0.906342,15,5.583519
3.147121,3,5.599008
2.92475,6,5.618892
-0.662409,5,5.644456
-1.424013,14,5.67093
1.104385,4,5.689654
0.399879,4,5.708193
-0.63451,15,5.731381
-4.170362,5,5.750189
-0.613994,1,5.769912
0.997662,2,5.791472
1.006247,8,5.810637
-2.208328,2,5.826944
-2.070966,5,5.843178
-1.301944,7,5.870415
-0.269378,3,5.890703
5.310621,9,5.90983
0.630526,2,5.924384
-0.1,1,5.9342
0.98587,2,5.942626
-0.369082,2,5.953166
-1.345424,3,5.969398
1.064288,6,5.992416
-6.395908,9,6.007301
-2.628741,8,6.031943
-3.211475,12,6.053989
-0.175984,3,6.078695
-3.364625,6,6.103101
-2.484844,2,6.123131
-6.845778,17,6.157319
1.366524,8,6.174477
-1.542793,9,6.19862
-1.977829,6,6.220531
-2.192091,6,6.240513
-1.237754,9,6.262911
-2.246903,4,6.274622
0.583273,1,6.297798
6.051006,6,6.310873
2.027468,14,6.331447
-1.363623,7,6.355855
0.609932,2,6.379049
-5.912148,12,6.39442
6.404871,15,6.420373
1.294405,7,6.443929
2.463294,8,6.464637
-0.128028,4,6.488711
7.983698,12,6.512659
-3.249089,11,6.538479
-0.36374,4,6.556898
0.528569,8,6.577914
0.517632,4,6.607826
1.949774,3,6.618693
0.857315,9,6.645113
3.784995,7,6.664988
1.809984,2,6.676764
0.227755,3,6.701155
0.072853,7,6.722122
2.576975,5,7.727028
-1.877468,2,7.747633
-1.850918,7,7.771246
5.153279,8,7.791477
2.753859,5,7.811669
-5.568593,10,7.837077
6.060961,13,7.863132
-3.563929,5,7.883727
-2.839104,8,7.909606
-2.354703,5,7.926182
-1.984139,2,7.94147
-0.251554,10,7.970223
-6.422686,15,8.000385
0.487237,8,8.019223
1.177292,3,8.037352
2.663942,7,8.05623
-6.597447,9,8.079557
-1.478775,3,8.100682
-1.199256,3,8.127111
1.292956,13,8.147153
-2.06822,3,8.166353
4.725977,10,8.185542
1.205852,9,8.211535
-0.73734,5,8.235579
6.259501,3,8.251206
-1.109256,1,8.263269
-1.726783,5,8.275502
0.614032,1,8.285428
0.235911,1,8.295803
-0.374916,2,8.304296
-1.917819,6,8.326846
-1.567267,12,8.352733
2.520169,6,8.372349
1.848666,7,8.390671
-1.49323,2,8.414498
-3.08621,7,8.437177
-4.191556,7,8.461091
4.736663,11,8.49038
-1.708137,12,8.50953
-6.232898,10,8.532214
1.349088,6,8.551537
-0.428223,6,8.573737
-0.088706,9,8.594182
-1.600022,4,8.607941
-0.781907,1,8.624048
5.22194,8,8.646997
1.028894,8,8.661976
2.683067,6,8.683666
-0.921928,6,8.706584
-2.091453,7,8.724023
-7.172859,7,8.743151
-1.731538,2,8.765861
0.768543,10,8.788383
2.152933,8,8.810057
-3.518358,9,8.836532
1.429417,14,8.862073
0.069092,4,8.882007
-2.72875,11,8.904949
-0.602859,12,8.932527
2.417425,5,8.95182
-1.877954,13,8.978495
5.06107,10,8.999463
1.152053,7,9.021342
-1.248534,4,9.037096
0.410554,6,9.05937
-1.071849,2,9.080992
0.837266,2,9.104618
-0.661902,5,9.12634
4.34027,12,9.148282
2.829562,10,9.1692
0.737198,9,9.197504
1.637888,10,9.217197
-2.058332,9,9.24204
-2.722864,8,9.268229
0.675187,6,9.28781
-2.619615,3,9.301584
0.701411,9,9.328156
-4.738944,5,9.351514
2.446271,6,9.374763
1.828428,5,9.39123
4.178453,10,9.411831
4.340101,2,9.428652
1.470596,5,9.452746
-1.199859,2,9.472052
-2.602825,4,9.493092
1.351576,4,9.507417
5.212411,8,9.530597
0.797079,4,9.546734
0.922871,1,9.56842
5.409797,4,9.592053
0.630526,2,9.597517
-0.1,1,9.609292
0.614032,1,9.617166
0.034092,3,9.63301
0.982806,2,9.63866
1.523275,9,9.663103
0.959111,12,9.68654
0.398398,3,9.703973
3.988979,8,9.730258
-0.283059,1,9.7463
1.429111,3,9.768744
1.498352,3,9.788238
1.621259,9,9.814307
-2.555801,5,9.831188
-2.707628,7,9.851399
0.434825,11,9.873708
-2.572693,12,9.89948
-1.380657,14,9.922917
-4.532721,6,9.937877
0.583273,1,9.956122
